"id","sectoral","level","name","color-id"
"profit-sharing","FALSE",5,"Profit Sharing",
"profit-tax","FALSE",4,"Profit Tax",
"profit-taxes","FALSE",4,"Profit Taxes",
"profit-transfer-from-banque-du-liban","FALSE",5,"Profit Transfer From Banque Du Liban",
"profit-transfer-from-boa","FALSE",4,"Profit Transfer From Boa",
"profit-transfers","FALSE",4,"Profit Transfers",
"profits-simplified-and-presumptive","FALSE",4,"Profits Simplified and Presumptive",
"program","FALSE",3,"Program",
"program-financing","FALSE",4,"Program Financing",
"program-grants","FALSE",3,"Program Grants",
"program-loans","FALSE",3,"Program Loans",
"program-support-loans","FALSE",3,"Program Support Loans",
"programbudget-support","FALSE",4,"ProgramBudget Support",
"programme-expenditure","FALSE",3,"Programme expenditure",
"programs","FALSE",3,"Programs",
"project","FALSE",3,"Project",
"project-financed","FALSE",3,"Project Financed",
"project-financing","FALSE",3,"Project Financing",
"project-grants","FALSE",3,"Project grants",
"project-loans","FALSE",3,"Project Loans",
"project-support","FALSE",3,"Project Support",
"projectrelated","FALSE",3,"Project-related",
"projects","FALSE",3,"Projects",
"projects-loans","FALSE",4,"Projects Loans",
"property","FALSE",4,"Property",
"property-and-local-taxes","FALSE",5,"Property and Local Taxes",
"property-compensation","FALSE",3,"Property Compensation",
"property-income","FALSE",4,"Property Income",
"property-tax","FALSE",4,"Property Tax",
"property-taxes","FALSE",4,"Property Taxes",
"protection-of-basic-services-pbs","FALSE",4,"Protection of Basic Services PBS",
"provinces","FALSE",4,"Provinces",
"provincial","FALSE",4,"Provincial",
"provincial-expenditure","FALSE",3,"Provincial Expenditure",
"provincial-nontax","FALSE",4,"Provincial Nontax",
"provincial-revenue-tax-revenue","FALSE",4,"Provincial Revenue Tax Revenue",
"provincial-taxes","FALSE",4,"Provincial Taxes",
"public-assistance-and-casual-relief","FALSE",5,"Public Assistance and Casual Relief",
"public-authorities-and-administration","FALSE",2,"Public Authorities and Administration",
"public-enterprise-surpluses","FALSE",5,"Public Enterprise Surpluses",
"public-enterprises","FALSE",3,"Public Enterprises",
"public-enterprises-operating-balance","FALSE",4,"Public Enterprises Operating Balance",
"public-financial-and-economic-management-pfem","FALSE",4,"Public Financial and Economic Management PFEM",
"public-investment","FALSE",2,"Public Investment",
"public-investment-program","FALSE",3,"Public Investment Program",
"public-investment-program-grants","FALSE",3,"Public Investment Program Grants",
"public-investment-program-pip-financing","FALSE",3,"Public Investment Program Pip Financing",
"public-pension-contributions","FALSE",4,"Public Pension Contributions",
"public-sector","FALSE",4,"Public Sector",
"public-sector-development-program","FALSE",3,"Public Sector Development Program",
"public-service-restructuring","FALSE",2,"Public Service Restructuring",
"public-service-retrenchment","FALSE",3,"Public Service Retrenchment",
"publicprivate-partnership","FALSE",3,"PublicPrivate Partnership",
"purchase-of-goods-and-services","FALSE",3,"Purchase of Goods and Services",
"purchases-of-goods-and-services","FALSE",3,"Purchases of Goods and Services",
"purchases-or-use-of-goods-and-services","FALSE",3,"Purchases or Use of Goods and Services",
"purchaseuse-of-goods-and-services","FALSE",3,"PurchaseUse of Goods and Services",
"quasifiscal-expenditures","FALSE",3,"Quasi-Fiscal Expenditures",
"r6","FALSE",4,"R6",
"r7","FALSE",4,"R7",
"recovered-funds","FALSE",3,"Recovered Funds",
"recurrent-departmental-charges","FALSE",3,"Recurrent Departmental Charges",
"recurrent-expenditure","FALSE",2,"Recurrent Expenditure",
"recurrent-expenditure-","FALSE",2,"Recurrent Expenditure ",
"recurrent-expenditures","FALSE",2,"Recurrent Expenditures",
"referendum-costs","FALSE",4,"Referendum Costs",
"refinancing-of-development-finance-corporation","FALSE",3,"Refinancing Of Development Finance Corporation",
"refined-petroleum-products","FALSE",5,"Refined Petroleum Products",
"registration-and-stamps","FALSE",5,"Registration and Stamps",
"rehabilitation-and-participation","FALSE",3,"Rehabilitation and Participation",
"rent","FALSE",3,"Rent",
"repayment","FALSE",3,"Repayment",
"repayment-of-arrears","FALSE",4,"Repayment of Arrears",
"repayment-of-domestic-debt","FALSE",3,"Repayment of Domestic Debt",
"repayment-of-end2013-stock-of-unpaid-bills-and-arrears","FALSE",2,"Repayment of End-2013 Stock Of Unpaid Bills And Arrears",
"repayment-of-guarantees","FALSE",2,"Repayment of Guarantees",
"repayments","FALSE",3,"Repayments",
"repayments-due","FALSE",3,"Repayments Due",
"rescheduling--debt-swap","FALSE",3,"Rescheduling  debt swap",
"rescheduling-obtained","FALSE",3,"Rescheduling Obtained",
"reserve","FALSE",3,"Reserve",
"reserve-and-contingency-funds","FALSE",2,"Reserve and Contingency Funds",
"reserve-fund","FALSE",4,"Reserve Fund",
"reserves","FALSE",2,"Reserves",
"residual-financing-neederrors-and-omissions","FALSE",2,"Residual Financing NeedErrors And Omissions","grey-mid"
"residual-gap","FALSE",2,"Residual Gap","grey-mid"
"resort-lease-rent","FALSE",4,"Resort lease rent",
"resource-revenue","FALSE",3,"Resource Revenue",
"restructured-bonds","FALSE",2,"Restructured Bonds","grey-mid"
"restructuring-and-net-lending","FALSE",2,"Restructuring and Net Lending",
"restructuring-cost-of-public-enterprises","FALSE",2,"Restructuring Cost of Public Enterprises",
"retail-sales-tax","FALSE",5,"Retail Sales Tax",
"retirement-benefits","FALSE",5,"Retirement Benefits",
"retirement-funds-employer-contribution","FALSE",3,"Retirement Funds Employer Contribution",
"retrocession-loans","FALSE",3,"Retrocession Loans",
"returned-letters-of-credit","FALSE",2,"Returned Letters of Credit",
"revenue","FALSE",2,"revenue","red-high"
"revenue-and-grants","FALSE",1,"Revenue and grants",
"revenue-equalization-and-reserve-fund","FALSE",3,"Revenue Equalization And Reserve Fund",
"revenues","FALSE",2,"Revenues",
"revenues-of-special-funds-and-means","FALSE",3,"Revenues of Special Funds and Means",
"road-fund","FALSE",2,"Road Fund",
"road-fund-fer-and-special-funds","FALSE",2,"Road Fund Fer and Special Funds",
"road-maintenance","FALSE",4,"Road Maintenance",
"road-tax-and-emergency-fund","FALSE",5,"Road Tax And Emergency Fund",
"royalties","FALSE",4,"Royalties",
"royalties-and-dividends","FALSE",4,"Royalties and Dividends",
"running-of-the-civil-government","FALSE",6,"Running of the civil government",
"rural-electrification-program","FALSE",4,"Rural Electrification Program",
"safety-net-and-other-expenditures","FALSE",3,"Safety Net and other Expenditures",
"salaries-and-wages","FALSE",5,"Salaries and Wages",
"salary","FALSE",4,"Salary",
"salary-and-pension","FALSE",3,"Salary and Pension",
"salary-defenseinterior","FALSE",5,"Salary DefenseInterior",
"salary-others","FALSE",5,"Salary Others",
"sale-of-equity","FALSE",2,"Sale of Equity",
"sale-of-equity-in-stateowned-enterprises-and-residual","FALSE",2,"Sale of Equity in State-Owned Enterprises and Residual",
"sale-of-physical-assets","FALSE",3,"Sale of Physical Assets",
"sales--of-assets","FALSE",2,"Sales  of assets",
"sales-fees-and-fines","FALSE",4,"Sales Fees and Fines",
"sales-of-goods-and-services","FALSE",4,"Sales of Goods and Services",
"sales-tax","FALSE",4,"Sales Tax",
"sales-tax-and-consumption-tax","FALSE",5,"Sales Tax and Consumption Tax",
"sales-tax-and-excises","FALSE",5,"Sales Tax and Excises",
"sales-tax-and-vat","FALSE",4,"Sales Tax And Vat",
"sales-taxes","FALSE",5,"Sales Taxes",
"sales-taxvalueadded-tax","FALSE",5,"Sales TaxValue-Added Tax",
"scheduled-amortization","FALSE",3,"Scheduled Amortization",
"scholarship","FALSE",4,"Scholarship",
"scholarship-programs","FALSE",3,"Scholarship Programs",
"sectoral","FALSE",4,"Sectoral",
"securitization-of-arrears-to-sonara","FALSE",3,"Securitization of Arrears to Sonara",
"security","FALSE",3,"Security",
"security-expenditure","FALSE",3,"Security Expenditure",
"security-issue","FALSE",3,"Security Issue",
"settlement-of-payment-delays","FALSE",2,"Settlement of Payment Delays","grey-mid"
"shared-infrastructure-and-social-spending","FALSE",4,"Shared Infrastructure and Social Spending",
"short-term-external-debt","FALSE",4,"Short Term External Debt",
"signature-bonus","FALSE",4,"Signature Bonus",
"slgs-independent-revenue","FALSE",4,"Slgs Independent Revenue",
"small-business-tax","FALSE",5,"Small Business Tax",
"socar-energyrelated-subsidies","FALSE",3,"Socar Energy-Related Subsidies",
"social-allowances-and-pensions","FALSE",3,"Social Allowances And Pensions",
"social-assistance","FALSE",4,"Social Assistance",
"social-benefits","FALSE",3,"Social benefits",
"social-benefits-and-other-expense","FALSE",3,"Social Benefits and Other Expense",
"social-contributions","FALSE",3,"Social contributions",
"social-expenses","FALSE",3,"Social Expenses",
"social-fund","FALSE",3,"Social Fund",
"social-fund-contributions","FALSE",4,"Social Fund Contributions",
"social-fund-expenditures","FALSE",3,"Social Fund Expenditures",
"social-insurance","FALSE",4,"Social Insurance",
"social-insurance-contributions","FALSE",4,"Social Insurance Contributions",
"social-insurance-outlays","FALSE",3,"Social Insurance Outlays",
"social-program-of-central-government","FALSE",4,"Social Program of Central Government",
"social-programs-on-budget","FALSE",4,"Social Programs On Budget",
"social-protection","FALSE",3,"Social Protection",
"social-protection-fund","FALSE",4,"Social Protection Fund",
"social-protection-transfers","FALSE",3,"Social Protection Transfers",
"social-safety-net","FALSE",2,"Social Safety Net",
"social-safety-nets","FALSE",3,"Social Safety Nets",
"social-security-benefits","FALSE",3,"Social Security Benefits",
"social-security-contributions","FALSE",3,"Social Security Contributions",
"social-security-contributions-pension-and-employment-fund","FALSE",3,"Social Security Contributions Pension And Employment Fund",
"social-security-fund-and-other-obligations","FALSE",4,"Social Security Fund and Other Obligations",
"social-security-institutions","FALSE",4,"Social Security Institutions",
"social-security-tax","FALSE",4,"Social Security Tax",
"social-security-transfers","FALSE",2,"Social Security Transfers",
"social-tax","FALSE",5,"Social Tax",
"social-transfers","FALSE",3,"Social transfers",
"social-welfare-fund","FALSE",4,"Social Welfare Fund",
"sociocultural-expenditure-including-health-education","FALSE",2,"Socio-Cultural Expenditure Including Health Education",
"sonatrach-dividends","FALSE",4,"Sonatrach Dividends",
"south","FALSE",4,"South",
"southern-african-customs-union","FALSE",3,"Southern African Customs Union",
"special-accounts-expenditure","FALSE",3,"Special Accounts Expenditure",
"special-accounts-revenue","FALSE",3,"Special Accounts Revenue",
"special-consumption-tax","FALSE",4,"Special Consumption Tax",
"special-drawing-rights-allocation","FALSE",2,"Special Drawing Rights Allocation",
"special-funds-and-annexed-budgets","FALSE",2,"Special Funds and Annexed Budgets",
"special-loans","FALSE",3,"Special Loans",
"special-tax-on-petroleum-products","FALSE",4,"Special Tax on Petroleum Products",
"spending-from-excess-crude-account-sovereign-wealth-fund","FALSE",2,"Spending From Excess Crude Account Sovereign Wealth Fund",
"stabex-fund","FALSE",3,"Stabex Fund",
"stabilization-fund","FALSE",4,"Stabilization Fund",
"state-and-local-government","FALSE",2,"State and Local Government",
"state-and-local-governments-internal-revenue","FALSE",4,"State And Local Governments Internal Revenue",
"state-economic-enterprises","FALSE",3,"State Economic Enterprises",
"state-economic-enterprises-net-of-transfers-to-union-government","FALSE",3,"State Economic Enterprises Net of Transfers to Union Government",
"state-economic-enterprises-receipts-net-of-transfers-to-union-government","FALSE",3,"State Economic Enterprises Receipts Net of Transfers to Union Government",
"state-owned-enterprises--dividend-payments","FALSE",4,"State Owned Enterprises  dividend payments",
"state-tax-revenue","FALSE",4,"State Tax Revenue",
"states","FALSE",4,"States",
"statistical-discrepancy","FALSE",2,"Statistical discrepancy","grey-mid"
"statistical-fee","FALSE",4,"Statistical Fee",
"statutory-authorities","FALSE",4,"Statutory Authorities",
"statutory-expenditures","FALSE",4,"Statutory Expenditures",
"strategic-food-reserve","FALSE",5,"Strategic Food Reserve",
"structural-adjustment-payments","FALSE",5,"Structural Adjustment Payments",
"subsides-and-transfer","FALSE",3,"Subsides and Transfer",
"subsides-and-transfers","FALSE",3,"Subsides and Transfers",
"subsidies","FALSE",3,"Subsidies",
"subsidies-and-grants","FALSE",3,"Subsidies and Grants",
"subsidies-and-nonsecurity-transfers","FALSE",4,"Subsidies and Non-Security Transfers",
"subsidies-and-other-current-transfers","FALSE",3,"Subsidies and Other Current Transfers",
"subsidies-and-transfers","FALSE",3,"Subsidies and Transfers",
"subsidies-and-transfers-to-nonpublic-agents","FALSE",3,"Subsidies and Transfers to Non-Public Agents",
"subsidies-grants-and-social-benefits","FALSE",3,"Subsidies Grants and Social Benefits",
"subsidies-to-corporations-and-enterprises","FALSE",3,"Subsidies to Corporations and Enterprises",
"subsidies-to-enterprises","FALSE",3,"Subsidies to Enterprises",
"subsidies-to-industry-and-agriculture","FALSE",4,"Subsidies to Industry and Agriculture",
"subsidies-to-public-enterprises","FALSE",3,"Subsidies to Public Enterprises",
"supplementary-federal-expenditure","FALSE",4,"Supplementary Federal Expenditure",
"surplus-of-government-operations","FALSE",3,"Surplus of Government Operations",
"tajik-rail-repayment","FALSE",3,"Tajik Rail Repayment",
"tanzania-petroleum-development-corporation","FALSE",3,"Tanzania Petroleum Development Corporation",
"targeted-payments-for-energy","FALSE",4,"Targeted Payments for Energy",
"tariffs","FALSE",5,"Tariffs",
"tax","FALSE",3,"Tax",
"tax-administration","FALSE",4,"Tax Administration",
"tax-credits-for-socar-energy-subsidies","FALSE",3,"Tax Credits for Socar Energy Subsidies",
"tax-department","FALSE",5,"Tax Department",
"tax-on-goods-and-services","FALSE",4,"Tax on Goods and Services",
"tax-on-income-profits-and-capital-gains","FALSE",4,"Tax on Income, Profits, and Capital Gains",
"tax-on-international-trade","FALSE",4,"Tax on International Trade",
"tax-on-property","FALSE",5,"Tax on Property",
"tax-on-wealth","FALSE",5,"Tax on Wealth",
"tax-refund","FALSE",5,"Tax Refund",
"tax-refunds","FALSE",4,"Tax Refunds",
"tax-revenue","FALSE",3,"Tax Revenue",
"tax-revenue-and-social-security-contributions","FALSE",3,"Tax Revenue and Social Security Contributions",
"tax-revenues","FALSE",3,"Tax Revenues",
"tax-revenues-and-contributions","FALSE",3,"Tax Revenues and Contributions",
"taxes","FALSE",3,"Taxes",
"taxes-not-elsewhere-classified","FALSE",4,"Taxes not elsewhere classified",
"taxes-on-aluminum-and-cotton","FALSE",5,"Taxes on aluminum and cotton",
"taxes-on-cooparate-income","FALSE",4,"Taxes on Cooparate Income",
"taxes-on-domestic-goods-and-consumption","FALSE",4,"Taxes on Domestic Goods and Consumption",
"taxes-on-domestic-goods-and-services","FALSE",4,"Taxes on Domestic Goods and Services",
"taxes-on-domestic-transactions","FALSE",4,"Taxes on Domestic Transactions",
"taxes-on-foreign-trade","FALSE",4,"Taxes on Foreign Trade",
"taxes-on-goods-and-services","FALSE",4,"Taxes on Goods and Services",
"taxes-on-income","FALSE",4,"Taxes on Income",
"taxes-on-income-and-profit","FALSE",5,"Taxes on Income and Profit",
"taxes-on-income-and-profits","FALSE",4,"Taxes on Income and Profits",
"taxes-on-income-profits-and-capital-gains","FALSE",4,"Taxes On Income Profits and Capital Gains",
"taxes-on-incomes-and-profits","FALSE",4,"Taxes on Incomes and Profits",
"taxes-on-international-trade","FALSE",4,"Taxes on International Trade",
"taxes-on-international-trade-and-transactions","FALSE",4,"Taxes on international trade and transactions",
"taxes-on-net-income-and-profits","FALSE",5,"Taxes On Net Income and Profits",
"taxes-on-petroleum-products","FALSE",4,"Taxes on Petroleum Products",
"taxes-on-profits","FALSE",4,"Taxes on Profits",
"taxes-on-profits-and-property","FALSE",4,"Taxes on Profits and Property",
"taxes-on-properties","FALSE",4,"Taxes on Properties",
"taxes-on-property","FALSE",4,"Taxes on Property",
"taxes-on-turnover-of-real-estate","FALSE",4,"Taxes on Turnover of Real Estate",
"tbills","FALSE",3,"T-Bills",
"tbills-and-tbonds-west-african-economic-and-monetary-union-net","FALSE",3,"T-Bills And T-Bonds West African Economic and Monetary Union Net",
"technical-assistance","FALSE",3,"Technical Assistance",
"telecom","FALSE",4,"Telecom",
"the-law-and-order-trust-fund-forafghanistan","FALSE",4,"The Law and Order Trust Fund forAfghanistan",
"the-national-fund-of-the-republic-of-kazakhstan","FALSE",2,"The National Fund of the Republic of Kazakhstan",
"to-banks","FALSE",5,"To Banks",
"to-national-bank-of-tajikistan","FALSE",5,"To National Bank of Tajikistan",
"to-nonresidents","FALSE",4,"to Nonresidents",
"to-residents","FALSE",4,"to Residents",
"total-expenditure","FALSE",1,"Total expenditure","purple-high"
"total-grants","FALSE",2,"Total Grants",
"total-revenue","FALSE",2,"Total Revenue",
"total-revenue-and-grants","FALSE",1,"Total Revenue and Grants","purple-high"
"tourism--8-bed-tax","FALSE",5,"Tourism  8 bed tax",
"tourism-goods-and-services-tax","FALSE",5,"Tourism Goods and Services Tax",
"trade-and-other","FALSE",4,"Trade and Other",
"trade-tax","FALSE",4,"Trade Tax",
"trade-taxes","FALSE",4,"Trade Taxes",
"transfer-payments","FALSE",3,"Transfer Payments",
"transfer-to-health-fund","FALSE",4,"Transfer to Health Fund",
"transfer-to-national-electric-power-company","FALSE",2,"Transfer to National Electric Power Company",
"transfer-to-niger-delta-dev-comm","FALSE",5,"Transfer To Niger Delta Dev Comm",
"transfer-to-water-authority-of-jordan","FALSE",2,"Transfer To Water Authority of Jordan",
"transfers","FALSE",3,"Transfers",
"transfers--and-subsidies","FALSE",3,"Transfers  And Subsidies",
"transfers-and-oil-service-payments-to-sudan","FALSE",3,"Transfers and Oil Service Payments to Sudan",
"transfers-and-pensions","FALSE",3,"Transfers and Pensions",
"transfers-and-subsidies","FALSE",3,"Transfers and Subsidies",
"transfers-from-oilrelated-public-enterprises","FALSE",3,"Transfers from Oil-Related Public Enterprises",
"transfers-from-state-economic-enterprises--to-union-government","FALSE",3,"Transfers from State Economic Enterprises  to Union Government",
"transfers-of-revenue-shares","FALSE",4,"Transfers of Revenue Shares",
"transfers-to-economy","FALSE",4,"Transfers to Economy",
"transfers-to-electricit-du-liban","FALSE",3,"Transfers To Electricit Du Liban",
"transfers-to-households","FALSE",4,"Transfers to Households",
"transfers-to-local-governments","FALSE",2,"Transfers to Local Governments",
"transfers-to-oil-producing-states-and-communities","FALSE",4,"Transfers to oil producing states and communities",
"transfers-to-private-sector","FALSE",3,"Transfers to Private Sector",
"transfers-to-public-and-private-entities","FALSE",3,"Transfers to Public and Private Entities",
"transfers-to-public-enterprises","FALSE",4,"Transfers to Public Enterprises",
"transfers-to-public-entities","FALSE",4,"Transfers to Public Entities",
"transfers-to-public-sector-from-central-government","FALSE",4,"Transfers to Public Sector From Central Government",
"transfers-to-road-and-revenue-authorities","FALSE",4,"Transfers To Road and Revenue Authorities",
"transfers-to-state-owned-enterprises","FALSE",4,"Transfers to State Owned Enterprises",
"transfers-to-states","FALSE",4,"Transfers to states",
"transfers-to-subnational-governments","FALSE",3,"Transfers to Subnational Governments",
"transfers-to-the-uganda-revenue-authority","FALSE",3,"Transfers to the Uganda Revenue Authority",
"transfersffrom-decentralized-agencies","FALSE",4,"TransfersfFrom Decentralized Agencies",
"transit-fees","FALSE",4,"Transit Fees",
"transitional-treasury-accounts-at-bank-of-the-republic-of-burundi","FALSE",3,"Transitional Treasury Accounts at Bank of the Republic of Burundi",
"travel","FALSE",4,"Travel",
"treasury","FALSE",4,"Treasury",
"treasury-bills","FALSE",3,"Treasury Bills",
"treasury-bills-outside-banks","FALSE",3,"Treasury Bills Outside Banks",
"treasury-correspondent-accounts","FALSE",3,"Treasury Correspondent Accounts",
"treasury-operations","FALSE",3,"Treasury Operations",
"treasury-receipts","FALSE",4,"Treasury Receipts",
"trust-fund-at-the-world-bank","FALSE",3,"Trust Fund at The World Bank",
"trust-fund-for-the-2010-debt-service-to-the-world-bank","FALSE",3,"Trust Fund for The 2010 Debt Service to The World Bank",
"tuvalu-medical-treatment-scheme","FALSE",3,"Tuvalu Medical Treatment Scheme",
"tv-license-fees","FALSE",4,"TV License Fees",
"unallocated-spending","FALSE",2,"Unallocated Spending",
"unemployment","FALSE",5,"Unemployment",
"unemployment-disability-and-accident-insurance","FALSE",4,"Unemployment Disability and Accident Insurance",
"unemployment-insurance-benefits","FALSE",4,"Unemployment Insurance Benefits",
"unidentified-adjustment","FALSE",2,"Unidentified Adjustment",
"unidentified-expenditure","FALSE",2,"Unidentified Expenditure",
"unidentified-finance","FALSE",2,"Unidentified Finance",
"unidentified-financing","FALSE",2,"Unidentified Financing","grey-mid"
"union-government","FALSE",3,"Union Government",
"unrecorded-expenditure","FALSE",2,"Unrecorded Expenditure",
"us-compact","FALSE",4,"US Compact",
"us-noncompact","FALSE",4,"US Non-Compact",
"use-of-cash-balance","FALSE",3,"Use Of Cash Balance",
"use-of-deposits","FALSE",3,"Use of Deposits",
"use-of-goods--and-services","FALSE",4,"Use of Goods  and Services",
"use-of-goods-and-services","FALSE",3,"Use of Goods and Services",
"use-of-goods-and-services-and-grants","FALSE",3,"Use of Goods and Services and Grants",
"use-of-government-deposits","FALSE",3,"Use of Government Deposits",
"use-of-national-bank-of-the-kyrgyz-republic-investments-abroad","FALSE",2,"Use of National Bank of The Kyrgyz Republic Investments Abroad","grey-mid"
"use-of-pecial-drawing-right--allocation","FALSE",3,"Use Of pecial Drawing Right  Allocation",
"use-of-sovereign-wealth-fund-resources","FALSE",3,"Use of Sovereign Wealth Fund Resources",
"uses-of-goods-and-services","FALSE",3,"Uses of Goods and Services",
"vallue-added-tax","FALSE",5,"Vallue Added Tax",
"valuation-adjustment","FALSE",2,"Valuation Adjustment",
"valuation-adjustments-and-writeoffs","FALSE",2,"Valuation Adjustments and Write-Offs",
"value-added-tax","FALSE",4,"Value- Added Tax",
"value-added-tax-and-excise","FALSE",4,"Value added Tax and Excise",
"value-added-tax-and-luxury-taxes","FALSE",5,"Value Added Tax and Luxury Taxes",
"value-added-tax-gct","FALSE",5,"Value- added tax GCT",
"value-added-tax-gct-imports","FALSE",5,"Value- added tax GCT Imports",
"value-added-tax-vat","FALSE",4,"Value Added Tax Vat",
"value-added-taxes","FALSE",5,"Value- Added Taxes",
"valueadded--tax-and-supplementary-duties","FALSE",5,"Value_added  Tax and Supplementary Duties",
"valueadded-tax","FALSE",4,"Value-added Tax",
"valueadded-taxes","FALSE",4,"Value-Added Taxes",
"vat","FALSE",5,"Vat",
"vat-and-sales-taxes","FALSE",4,"Vat And Sales Taxes",
"vat-revenues","FALSE",5,"Vat Revenues",
"wage-and-salaries","FALSE",3,"Wage and salaries",
"wage-and-salary-tax","FALSE",4,"Wage and Salary Tax",
"wages","FALSE",3,"Wages",
"wages-and-contributions","FALSE",4,"Wages and Contributions",
"wages-and-other-personnel-expenditures","FALSE",4,"Wages and Other Personnel Expenditures",
"wages-and-other-remunerations","FALSE",3,"Wages and Other Remunerations",
"wages-and-salaries","FALSE",3,"Wages And Salaries",
"war-reparations","FALSE",3,"War Reparations",
"west-african-economic-and-monetary-union-financing","FALSE",3,"West African Economic and Monetary Union Financing",
"windfall-tax","FALSE",5,"Windfall Tax",
"withdrawals-above-estimated-sustainable-income","FALSE",3,"Withdrawals Above Estimated Sustainable Income",
"withdrawals-from-trust-fund","FALSE",2,"Withdrawals from Trust Fund",
"world-bank-sac","FALSE",4,"World Bank Sac",
