X,Y,sch_name,lea_name,year,address,contact,phone,accredit,sch_core_u,lea_core_u,st_core_uq,lea_prov_t,lea_prov_s,st_prov_tc,st_prov_sp,sch_bach,sch_mast,sch_phd,lea_bach,lea_mast,lea_phd,st_bach,st_mast,st_phd,sch_prov_t,sch_prov_s,eid,street,city,state,country,title1_p,title1_f,combokey,nces_schoo,leaid,schid,sch_addres,sch_city,sch_zip,jj,prek,k,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,ug,sp_ed,mg_sch,charter_sc,alt_sch,ab_group,mg_sch2,alt_acd_di,alt_disc_p,alt_other,gte_progra,provide_ap,num_ap_cou,student_ap,m_ame_7_en,m_asi_7_en,m_his_7_en,m_bla_7_en,m_whi_7_en,m_hi_pac_7,m_2_or_mor,m_tot_7_en,m_dis_idea,m_dis_504_,m_lep_7_en,f_ame_7_en,f_asi_7_en,f_his_7_en,f_bla_7_en,f_whi_7_en,f_hi_pac_7,f_2_or_mor,f_tot_7_en,f_dis_idea,f_dis_504_,f_lep_7_en,tot_fte,fte_cert,teach_1st_,teach_2nd_,counsel,tot_enroll,m_perc,f_perc,ame_tot,asi_tot,his_tot,bla_tot,whi_tot,hi_pac_tot,more_tot,dis_504_to,lep_tot,ame_perc,asi_perc,his_perc,bla_perc,whi_perc,hi_pac_per,more_perc,dis_504_pe,lep_perc,title_1,fte_absent,fte_teache,teach_amou,avg_teach_,tot_salari,inst_salar,expend,read_3_sco,read_4_sco,read_5_sco,read_6_sco,read_7_sco,read_8_sco,read_11_sc,write_5_sc,write_8_sc,write_11_s,math_3_sco,math_4_sco,math_5_sco,math_6_sco,math_7_sco,math_8_sco,alg_1_scor,alg_2_scor,geo_score,avg_eng_sc,avg_math_s,poor_perc,blk_perc,azn_perc,wht_perc,male_perc,fem_perc,sev_dis_pe,pop5to17,pop5to17la,pov5to17,pov5to17la,pov_5to17_,teach_3rd_,mastbachra,perc_cert,logenroll,logfte,ratio,meanpov,cenpov,meanexp,cenexp,meaneduc,ceneduc,meancert,cencert,p25pov,p75pov,p25exp,p75exp,p25educ,p75educ,p25cert,p75cert,expint,educint,certint,yearid,v188,addrtype,addrlocat
-75.9993859,36.753508,THREE OAKS ELEM,VA BEACH CITY PBLC SCHS,_12,"2201 Elson Green Avenue, Virginia Beach, VA 23456",Principal: Mrs. Linda L. Sidone,(757) 648-3960,Fully Accredited,0,0,1,3,0,5,1,57,43,0,44,53,2,41,56,1,,,4227,2201 Elson Green Avenue,VIRGINIA BEACH,VA,USA,0,0,5.104e+11,5.104e+11,5103840,2475,2201 ELSON GREEN AVENUE,VIRGINIA BEACH,23456,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,0,17,35,29,317,2,11,411,58,5,2,0,20,32,23,302,0,17,394,31,2,2,50,49,0,0,,805,51.06,48.94,0,37,67,52,619,2,28,7,4,0,4.6,8.32,6.46,76.89,.25,3.48,.87,.5,0,0,0,30,42,2170322,51971,2927293,2339895,63808,60,489,481,491,,,,,465,,,431,424,429,,,,,,,481.5296,427.7986,13.36,5.87,3.5,76.03,50.94,49.06,6.24,74032,75131,9249,8713,12.49325,.1159708,100,.7543859,98,6.690842,3.912023,16.1,15.90492,-3.411673,90.38022,9.619781,1.486381,-.7319952,97.32459,.6754074,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-32.81955,2.497328,-2.304269
-76.0948323,36.7743465,LANDSTOWN MIDDLE,VA BEACH CITY PBLC SCHS,_12,"2204 Recreation Dr, Virginia Beach, VA 23456",Principal: Mr. John T. Parkman,(757) 648-4750,Fully Accredited,1,0,1,3,0,5,1,50,49,0,44,53,2,41,56,1,1,0,73,2204 Recreation Dr,VIRGINIA BEACH,VA,USA,0,0,5.104e+11,5.104e+11,5103840,436,2204 RECREATION DR,VIRGINIA BEACH,23456,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,83,95,203,305,5,17,710,91,11,5,0,107,98,215,323,2,20,765,61,14,8,100,100,.8,0,,1475,48.14,51.86,2,190,193,418,628,7,37,25,13,.14,12.88,13.08,28.34,42.58,.47,2.51,1.69,.88,.8,0,0,78,86,4463899,51930,5662845,4504405,114465,78,,,,484,485,495,,,428,,,,,407,395,414,447,,484,469.3929,404.6962,28.23,26.03,11.25,41.15,48.87,51.13,9.19,74032,75131,9249,8713,12.49325,.1159708,99.2,.98,100,7.296413,4.60517,14.75,15.90492,-3.411673,90.38022,8.819778,1.486381,-.5063812,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-30.0902,1.727607,-9.127614
-76.0948323,36.7743465,LANDSTOWN ELEM,VA BEACH CITY PBLC SCHS,_12,"2212 Recreation Dr, Virginia Beach, VA 23456",Principal: Mr. Patrick Ivy Wroton,(757) 648-2880,Fully Accredited,0,0,1,3,0,5,1,46,52,0,44,53,2,41,56,1,,,49,2212 Recreation Dr,VIRGINIA BEACH,VA,USA,0,0,5.104e+11,5.104e+11,5103840,674,2212 RECREATION DR,VIRGINIA BEACH,23456,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,0,65,56,113,137,5,20,396,64,0,8,2,53,53,110,125,5,11,359,25,0,5,50,50,0,0,,755,52.45,47.55,2,118,109,223,262,10,31,0,13,.26,15.63,14.44,29.54,34.7,1.32,4.11,0,1.72,0,0,0,35.5,39,2017317,51726,2798410,2201634,61914,71,464,484,482,,,,,468,,,387,431,417,,,,,,,474.9937,412.7669,31.23,27.4,14.76,34.12,52.17,47.83,10.81,74032,75131,9249,8713,12.49325,.1159708,100,1.130435,100,6.626718,3.912023,15.1,15.90492,-3.411673,90.38022,9.619781,1.486381,-.3559464,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-32.81955,1.214373,-9.127614
-76.1368119,36.780285,GLENWOOD ELEM,VA BEACH CITY PBLC SCHS,_12,"2213 Round Hill Dr, Virginia Beach, VA 23464",Principal: Ms. Susan W. Stuhlman,(757) 648-2520,Fully Accredited,0,0,1,3,0,5,1,46,50,2,44,53,2,41,56,1,,,68,2213 Round Hill Dr,VIRGINIA BEACH,VA,USA,0,0,5.104e+11,5.104e+11,5103840,2220,2213 ROUND HILL DR,VIRGINIA BEACH,23464,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,65,62,128,188,2,23,470,73,2,11,2,53,47,107,176,5,35,425,31,2,14,61.6,59.6,2,1,,895,52.51,47.49,4,118,109,235,364,7,58,4,25,.45,13.18,12.18,26.26,40.67,.78,6.48,.45,2.79,3.25,1.62,0,38.6,47,2506153,53311,3378768,2701162,71862,62.66,486,476,479,,,,,454,,,423,444,431,,,,,,,473.7993,432.4381,30.99,24.53,12.26,38.57,52.4,47.6,7.92,74032,75131,9249,8713,12.49325,.1159708,95.13,1.086957,96.75325,6.796824,4.120662,14.52922,15.90492,-3.411673,90.38022,4.749779,1.486381,-.3994247,97.32459,-.5713425,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-16.20469,1.362706,1.949233
-76.0654999,36.769119,FLOYD KELLAM HIGH,VA BEACH CITY PBLC SCHS,_12,"2323 Holland Rd, Virginia Beach, VA 23456-3599",Principal: Mr. Bruce A. Biehl,(757) 648-5400,Fully Accredited,0,0,1,3,0,5,1,49,48,2,44,53,2,41,56,1,,,75,2323 Holland Rd,VIRGINIA BEACH,VA,USA,0,0,5.104e+11,5.104e+11,5103840,1685,2323 HOLLAND RD,VIRGINIA BEACH,23453,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,,,,,1,1,24,1,2,41,62,74,728,2,2,911,91,8,5,5,32,47,62,734,2,8,890,40,8,2,119.2,118.2,0,2,5,1801,50.58,49.42,7,73,109,136,1462,4,10,16,7,.39,4.05,6.05,7.55,81.18,.22,.56,.89,.39,0,1.68,0,64.2,103,5608707,54469,7210858,5652702,139588,53.86,,,,,,429,501,,,486,,,,,,,402,413,423,493.4243,415.0911,5.56,6.82,3.08,77.23,50.94,49.06,6.5,74032,75131,9249,8713,12.49325,.1159708,98.32,.9795918,99.16107,7.496098,4.780803,15.10906,15.90492,-3.411673,90.38022,7.939781,1.486381,-.5067893,97.32459,1.836479,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-27.08793,1.728999,-6.265466
-76.1005849,36.827533,WINDSOR WOODS ELEM,VA BEACH CITY PBLC SCHS,_12,"233 Presidential Blvd, Virginia Beach, VA 23452",Principal: Matthew A. Orebaugh,(757) 648-4160,Fully Accredited,0,0,1,3,0,5,1,52,45,0,44,53,2,41,56,1,,,87,233 Presidential Blvd,VIRGINIA BEACH,VA,USA,0,0,5.104e+11,5.104e+11,5103840,1727,233 PRESIDENTIAL BLVD,VIRGINIA BEACH,23452,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,0,8,8,53,146,2,5,222,55,0,2,0,2,20,44,119,2,8,195,25,0,2,37,36,2,1,,417,53.24,46.76,0,10,28,97,265,4,13,0,4,0,2.4,6.71,23.26,63.55,.96,3.12,0,.96,5.41,2.7,0,17,25,1233467,49123,1913308,1323489,42122,45.95,455,447,481,,,,,469,,,389,394,417,,,,,,,461.7732,399.524,32.94,22.91,0,62.53,53.94,46.06,10.5,74032,75131,9249,8713,12.49325,.1159708,91.89,.8653846,97.29729,6.033086,3.610918,11.27027,15.90492,-3.411673,90.38022,1.509781,1.486381,-.6209965,97.32459,-.027298,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-5.150878,2.118637,.0931318
-76.0500305,36.8655596,TRANTWOOD ELEM,VA BEACH CITY PBLC SCHS,_12,"2344 Inlynnview Rd, Virginia Beach, VA 23454-1999",Principal: Dr. Jeanne Crocker,(757) 648-4000,Fully Accredited,0,0,1,3,0,5,1,39,58,3,44,53,2,41,56,1,,,82,2344 Inlynnview Rd,VIRGINIA BEACH,VA,USA,0,0,5.104e+11,5.104e+11,5103840,1719,2344 INLYNNVIEW RD,VIRGINIA BEACH,23454,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,8,26,17,212,0,8,273,46,5,14,0,8,26,11,194,0,5,244,22,5,5,36.5,36.5,0,0,,517,52.8,47.2,2,16,52,28,406,0,13,10,19,.39,3.09,10.06,5.42,78.53,0,2.51,1.93,3.68,0,0,0,15,28,1484756,52651,2150677,1579645,45752,41.1,508,489,495,,,,,483,,,455,430,416,,,,,,,493.7435,433.5209,14.48,4.63,3.28,76.25,52.12,47.88,7.72,74032,75131,9249,8713,12.49325,.1159708,100,1.48718,100,6.248043,3.597312,14.16438,15.90492,-3.411673,90.38022,9.619781,1.486381,.0007983,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-32.81955,-.0027237,-9.127614
-76.066793,36.8178674,SALEM MIDDLE,VA BEACH CITY PBLC SCHS,_12,"2380 Lynnhaven Pkwy, Virginia Beach, VA 23464",Principal: Dr. James J. Smith,(757) 648-5000,Fully Accredited,0,0,1,3,0,5,1,47,52,1,44,53,2,41,56,1,,,101,2380 Lynnhaven Pkwy,VIRGINIA BEACH,VA,USA,0,0,5.104e+11,5.104e+11,5103840,2138,2380 LYNNHAVEN PKWY,VIRGINIA BEACH,23464,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,59,56,173,209,2,17,518,79,11,5,5,83,50,173,200,2,20,533,34,11,8,73,72.8,2.2,4,,1051,49.29,50.71,7,142,106,346,409,4,37,22,13,.67,13.51,10.09,32.92,38.92,.38,3.52,2.09,1.24,3.01,5.48,0,46,58,3045954,52671,4068014,3092110,85025,63.01,,,,484,486,497,,,445,,,,,402,385,410,444,,462,476.1261,399.1441,29.79,31.08,11.84,37.37,49.77,50.23,9.53,74032,75131,9249,8713,12.49325,.1159708,91.51,1.106383,99.72603,6.957498,4.29046,14.39726,15.90492,-3.411673,90.38022,1.129784,1.486381,-.3799982,97.32459,2.401436,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-3.854452,1.29643,-8.192913
-76.0579979,36.881504,FRANK W COX HIGH,VA BEACH CITY PBLC SCHS,_12,"2425 Shorehaven Dr, Virginia Beach, VA 23454-1749",Principal: Dr. Randi R. Riesbeck,(757) 648-5250,Fully Accredited,0,0,1,3,0,5,1,40,56,2,44,53,2,41,56,1,3,0,147,2425 Shorehaven Dr,VIRGINIA BEACH,VA,USA,0,0,5.104e+11,5.104e+11,5103840,2049,2425 SHOREHAVEN DR,VIRGINIA BEACH,23454,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,,,,,1,1,23,1,5,38,62,122,767,2,5,1001,136,20,11,5,29,56,98,746,5,8,947,70,17,8,127.2,124.4,3.8,2,6,1948,51.39,48.61,10,67,118,220,1513,7,13,37,19,.51,3.44,6.06,11.29,77.67,.36,.67,1.9,.98,2.99,1.57,0,67,109,5923192,54536,7452795,5962977,148682,52.67,,,,,,,504,,,491,,,,,,,414,399,423,497.4736,412.8996,15.98,10.02,2.73,75.62,51.95,48.05,10.17,74032,75131,9249,8713,12.49325,.1159708,95.44,1.4,97.79874,7.574558,4.845761,15.31447,15.90492,-3.411673,90.38022,5.059784,1.486381,-.0863812,97.32459,.4741516,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-17.26233,.2947043,-1.61765
-76.0295749,36.739962,PRINCESS ANNE ELEM,VA BEACH CITY PBLC SCHS,_12,"2444 Seaboard Rd, Virginia Beach, VA 23456-3532",Principal: Gloria Davis,(757) 648-3480,Fully Accredited,0,0,1,3,0,5,1,44,56,0,44,53,2,41,56,1,3,0,116,2444 Seaboard Rd,VIRGINIA BEACH,VA,USA,0,0,5.104e+11,5.104e+11,5103840,1712,2444 SEABOARD RD,VIRGINIA BEACH,23456,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,0,14,11,26,230,2,8,291,37,2,0,0,20,14,26,161,2,14,237,16,2,2,39.5,39.5,0,0,,528,55.11,44.89,0,34,25,52,391,4,22,4,2,0,6.44,4.73,9.85,74.05,.76,4.17,.76,.38,0,0,0,21,27,1429598,53483,2053322,1545036,46861,53.16,477,499,480,,,,,452,,,445,470,453,,,,,,,477.6971,456.6048,7.02,9.11,4.93,72.11,55.41,44.59,4.75,74032,75131,9249,8713,12.49325,.1159708,100,1.272727,100,6.269096,3.676301,13.36709,15.90492,-3.411673,90.38022,9.619781,1.486381,-.2136539,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-32.81955,.7289172,-9.127614
-76.0295749,36.739962,PRINCESS ANNE MIDDLE,VA BEACH CITY PBLC SCHS,_12,"2509 Seaboard Rd, Virginia Beach, VA 23456",Principal: Mr. Alex Bergren,(757) 648-4950,Fully Accredited,0,0,1,3,0,5,1,38,61,1,44,53,2,41,56,1,4,0,57,2509 Seaboard Rd,VIRGINIA BEACH,VA,USA,0,0,5.104e+11,5.104e+11,5103840,1714,2509 SEABOARD RD,VIRGINIA BEACH,23456,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,32,35,41,599,2,11,722,100,11,2,2,32,38,50,533,2,8,665,46,8,2,88.2,84.5,2.2,2.2,,1387,52.05,47.95,4,64,73,91,1132,4,19,19,4,.29,4.61,5.26,6.56,81.61,.29,1.37,1.37,.29,2.49,2.49,0,59.9,78,4098482,52223,5262502,4142203,107385,67.91,,,,504,499,510,,,441,,,,,422,416,417,447,,476,483.565,416.4521,8.56,6.12,3.53,79.42,52.16,47.84,10,74032,75131,9249,8713,12.49325,.1159708,95.02,1.605263,95.80499,7.234899,4.479607,15.72562,15.90492,-3.411673,90.38022,4.639778,1.486381,.1188819,97.32459,-1.519608,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-15.8294,-.4055863,5.184403
-76.0295749,36.739962,KEMPS LANDING MAGNET,VA BEACH CITY PBLC SCHS,_12,"2509 Seaboard Road, Virginia Beach, VA 23456",Principal: Dr. Kelly  A. Hedrick,(757) 648-3240,Fully Accredited,0,0,1,3,0,5,1,30,68,2,44,53,2,41,56,1,,,103,2509 Seaboard Road,VIRGINIA BEACH,VA,USA,0,0,5.104e+11,5.104e+11,5103840,1353,4722 JERICHO RD,VIRGINIA BEACH,23462,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,,,,1,,,,0,41,23,11,224,2,2,303,7,8,0,0,38,14,11,200,2,8,273,<=2,2,0,42.3,42.3,0,1,,576,52.6,47.4,0,79,37,22,424,4,10,10,0,0,13.72,6.42,3.82,73.61,.69,1.74,1.74,0,0,2.36,0,20,42,2327253,55556,2979784,2344255,58353,47.28,,,,544,558,568,,,501,,,,,,,427,488,,517,542.4902,,4.68,3.29,12.65,71.75,52.51,47.49,0,74032,75131,9249,8713,12.49325,.1159708,97.64,2.266667,100,6.356108,3.744787,13.61702,15.90492,-3.411673,90.38022,7.259781,1.486381,.7802855,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-24.768,-2.662079,-9.127614
-76.0188159,36.768271,STRAWBRIDGE ELEM,VA BEACH CITY PBLC SCHS,_12,"2553 Strawbridge Rd, Virginia Beach, VA 23456",Principal: Jacqueline Y. Sargent,(757) 427-5562,Fully Accredited,0,0,1,3,0,5,1,38,62,0,44,53,2,41,56,1,3,0,26,2553 Strawbridge Rd,VIRGINIA BEACH,VA,USA,0,0,5.104e+11,5.104e+11,5103840,443,2553 STRAWBRIDGE RD,VIRGINIA BEACH,23456,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,20,35,26,314,2,8,407,64,8,5,2,20,20,23,296,5,14,380,16,5,2,50,49,3,1,,787,51.72,48.28,4,40,55,49,610,7,22,13,7,.51,5.08,6.99,6.23,77.51,.89,2.8,1.65,.89,6,2,0,38,40,2011339,49835,2781277,2171109,60592,76,507,498,504,,,,,499,,,434,441,447,,,,,,,502.0019,441.0573,13.27,5.61,4.46,75.89,51.66,48.34,4.84,74032,75131,9249,8713,12.49325,.1159708,92,1.631579,98,6.668228,3.912023,15.74,15.90492,-3.411673,90.38022,1.619781,1.486381,.1451977,97.32459,.6754074,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-5.526164,-.4953672,-2.304269
-76.066035657246402,36.765516,CHRISTOPHER FARMS ELEM,VA BEACH CITY PBLC SCHS,_12,"2828 Pleasant Acres Dr, Virginia Beach, VA 23453",Principal: Teri A. Breaux,(757) 648-2240,Fully Accredited,0,0,1,3,0,5,1,38,60,2,44,53,2,41,56,1,,,2113,2828 Pleasant Acres Dr,VIRGINIA BEACH,VA,USA,0,0,5.104e+11,5.104e+11,5103840,1656,2828 PLEASANT ACRES DR,VIRGINIA BEACH,23453,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,0,17,47,38,227,2,14,345,46,8,8,2,23,35,32,260,2,20,374,28,2,2,46,45,2,3,,719,47.98,52.02,2,40,82,70,487,4,34,10,10,.28,5.56,11.4,9.74,67.73,.56,4.73,1.39,1.39,4.35,6.52,0,23,40,2013048,50873,2801983,2211617,56953,50,477,466,498,,,,,466,,,401,425,436,,,,,,,476.8837,420.8955,16.88,9.48,4.6,65.83,48.81,51.19,7.8,74032,75131,9249,8713,12.49325,.1159708,89.13,1.578947,97.82609,6.577861,3.828641,15.63043,15.90492,-3.411673,90.38022,-1.250221,1.486381,.0925663,97.32459,.5014954,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,4.265346,-.3158057,-1.710938
-76.0832389,36.741961,NORTH LANDING ELEM,VA BEACH CITY PBLC SCHS,_12,"2929 N Landing Rd, Virginia Beach, VA 23456-2468",Principal: Ms. Julie A. Risney,(757) 648-3160,Fully Accredited,0,0,1,3,0,5,1,53,44,0,44,53,2,41,56,1,,,58,2929 N Landing Rd,VIRGINIA BEACH,VA,USA,0,0,5.104e+11,5.104e+11,5103840,1705,2929 N LANDING RD,VIRGINIA BEACH,23456,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,17,11,32,200,2,14,278,28,2,2,0,17,14,32,170,2,8,243,16,2,2,35,35,0,1,,521,53.36,46.64,2,34,25,64,370,4,22,4,4,.38,6.53,4.8,12.28,71.02,.77,4.22,.77,.77,0,2.86,0,22,31,1490280,48027,2194197,1594735,45362,62.86,506,494,489,,,,,459,,,435,445,432,,,,,,,486.4231,437.3174,8.8,12.05,6.12,70.17,53.35,46.65,4.01,74032,75131,9249,8713,12.49325,.1159708,97.14,.8301887,100,6.25575,3.555348,14.88571,15.90492,-3.411673,90.38022,6.759781,1.486381,-.6561925,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-23.06216,2.238714,-9.127614
-76.0753739,36.830817,PLAZA MIDDLE,VA BEACH CITY PBLC SCHS,_12,"3080 S Lynnhaven Rd, Virginia Beach, VA 23452",Principal: Dr. Joe  Burnsworth,(757) 648-4900,Accredited with Warning,0,0,1,3,0,5,1,41,57,2,44,53,2,41,56,1,,,95,3080 S Lynnhaven Rd,VIRGINIA BEACH,VA,USA,0,0,5.104e+11,5.104e+11,5103840,1710,3080 S LYNNHAVEN RD,VIRGINIA BEACH,23452,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,,,,1,,,,5,20,53,152,230,2,8,470,70,11,5,5,32,74,167,296,5,17,596,40,8,5,87,87,1,3,,1066,44.09,55.91,10,52,127,319,526,7,25,19,10,.94,4.88,11.91,29.92,49.34,.66,2.35,1.78,.94,1.15,3.45,0,48.6,77,3990993,51717,5139614,4029436,85325,55.86,,,,493,487,503,,,444,,,,,390,375,399,444,,481,477.6494,390.4412,40.66,28.53,4.19,47.95,45.12,54.88,9.93,74032,75131,9249,8713,12.49325,.1159708,95.4,1.390244,100,6.971669,4.465908,12.25287,15.90492,-3.411673,90.38022,5.019783,1.486381,-.0961373,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-17.12586,.327989,-9.127614
-76.0654999,36.769119,HOLLAND ELEM,VA BEACH CITY PBLC SCHS,_12,"3340 Holland Rd, Virginia Beach, VA 23452-4826",Principal: Dr. Callie M.  Richardson,(757) 648-2460,Fully Accredited,0,0,1,3,0,5,1,46,54,0,44,53,2,41,56,1,3,0,91,3340 Holland Rd,VIRGINIA BEACH,VA,USA,0,0,5.104e+11,5.104e+11,5103840,1689,3340 HOLLAND RD,VIRGINIA BEACH,23452,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,23,44,140,62,5,11,287,46,2,8,2,20,44,146,77,5,20,314,31,0,5,51.5,51.5,0,1,,601,47.75,52.25,4,43,88,286,139,10,31,2,13,.67,7.15,14.64,47.59,23.13,1.66,5.16,.33,2.16,0,1.94,1,26,32,1493826,47378,2171062,1625548,47970,50.49,456,462,464,,,,,423,,,391,441,427,,,,,,,450.341,417.3521,63.74,47.19,6.79,22.68,47.19,52.81,6.95,74032,75131,9249,8713,12.49325,.1159708,98.06,1.173913,100,6.398595,3.941582,11.6699,15.90492,-3.411673,90.38022,7.679779,1.486381,-.3124682,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-26.20089,1.066039,-9.127614
-76.0998319,36.861011,KINGSTON ELEM,VA BEACH CITY PBLC SCHS,_12,"3532 Kings Grant Rd, Virginia Beach, VA 23452",Principal: Dr. Sharon Shewbridge,(757) 648-2840,Fully Accredited,3,0,1,3,0,5,1,56,41,0,44,53,2,41,56,1,3,0,89,3532 Kings Grant Rd,VIRGINIA BEACH,VA,USA,0,0,5.104e+11,5.104e+11,5103840,1698,3532 KINGS GRANT RD,VIRGINIA BEACH,23452,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,11,11,8,248,0,11,291,37,11,5,2,8,14,5,251,0,5,285,16,5,5,39.5,38.5,0,3,,576,50.52,49.48,4,19,25,13,499,0,16,16,10,.69,3.3,4.34,2.26,86.63,0,2.78,2.78,1.74,0,7.59,0,25,31,1536132,48921,2173563,1657710,48987,63.29,519,524,508,,,,,520,,,445,470,446,,,,,,,517.5772,453.296,4.9,2.63,2.8,85.81,50.61,49.39,4.21,74032,75131,9249,8713,12.49325,.1159708,92.41,.7321429,97.46835,6.356108,3.676301,14.58228,15.90492,-3.411673,90.38022,2.029785,1.486381,-.7542383,97.32459,.1437607,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-6.924963,2.573214,-.4904644
-76.0963029,36.84693,MALIBU ELEM,VA BEACH CITY PBLC SCHS,_12,"3632 Edinburgh Dr, Virginia Beach, VA 23452-3655",Principal: Mr. Michael A. Maloney,(757) 431-4098,Fully Accredited,0,0,1,3,0,5,1,41,59,0,44,53,2,41,56,1,,,81,3632 Edinburgh Dr,VIRGINIA BEACH,VA,USA,0,0,5.104e+11,5.104e+11,5103840,1703,3632 EDINBURGH DR,VIRGINIA BEACH,23452,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,5,17,38,122,2,8,194,37,2,2,0,5,11,29,101,0,5,151,16,0,2,25.2,25.2,0,2,,345,56.23,43.77,2,10,28,67,223,2,13,2,4,.58,2.9,8.12,19.42,64.64,.58,3.77,.58,1.16,0,7.94,0,13,21,1028322,48759,1649732,1123250,37639,51.59,495,512,501,,,,,473,,,442,453,444,,,,,,,493.1344,445.6515,34.67,17.77,0,63.61,56.45,43.55,7.44,74032,75131,9249,8713,12.49325,.1159708,92.06,1.439024,100,5.843544,3.226844,13.69048,15.90492,-3.411673,90.38022,1.679779,1.486381,-.0473567,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-5.730856,.1615656,-9.127614
