"from.RECIPIENT","from.DONOR","from.PART","from.AIDTYPE","from.DATATYPE","from.TIME_FORMAT","from.UNIT","from.POWERCODE","from.REFERENCEPERIOD","from.obsTime","from.obsValue"
"Ecuador","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1995",5.57
"Ecuador","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1996",2.31
"Ecuador","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1997",2.87
"Ecuador","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1998",5.22
"Ecuador","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1999",4.41
"Ecuador","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2000",3.41
"Ecuador","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2001",3.58
"Ecuador","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2002",2.26
"Ecuador","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2003",2.54
"Ecuador","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2004",0.13
"Ecuador","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2005",0.24
"Ecuador","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2006",1.11
"Ecuador","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2007",0.29
"Ecuador","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2008",0.03
"Ecuador","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2009",0.58
"Ecuador","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2010",0.41
"Ecuador","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2011",0.17
"Ecuador","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2012",0.14
"Ecuador","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2013",0.69
"Ecuador","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2014",0.4
"Ecuador","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1990",0.17
"Ecuador","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1991",0.15
"Ecuador","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1992",0.13
"Ecuador","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1993",0.1
"Ecuador","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1994",0.11
"Ecuador","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1995",0.06
"Ecuador","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1996",0.04
"Ecuador","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1999",0.17
"Ecuador","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2000",0.21
"Ecuador","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2001",1.41
"Ecuador","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2002",2.03
"Ecuador","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2003",2.05
"Ecuador","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2004",0.57
"Ecuador","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2005",0.43
"Ecuador","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2007",0.09
"Ecuador","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2008",2.38
"Ecuador","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2009",2.56
"Ecuador","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2010",1.92
"Ecuador","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2011",2.36
"Ecuador","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2012",0.94
"Guyana","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1990",0.69
"Guyana","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1991",0.93
"Guyana","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1992",0.95
"Guyana","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1993",1.07
"Guyana","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1994",1.09
"Guyana","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1995",0.95
"Guyana","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1996",1.49
"Guyana","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1997",1.12
"Guyana","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1998",1.31
"Guyana","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1999",0.91
"Guyana","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2000",1.11
"Guyana","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2001",0.99
"Guyana","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2002",1.24
"Guyana","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2003",0.92
"Guyana","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2004",0.99
"Guyana","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2005",1.68
"Guyana","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2006",0.93
"Guyana","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2007",1.17
"Guyana","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2008",1.05
"Guyana","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2009",1.37
"Guyana","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2010",0.82
"Guyana","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2011",0.89
"Guyana","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2012",0.93
"Guyana","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2013",1.39
"Guyana","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1990",2.04
"Guyana","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1991",1.06
"Guyana","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1992",0.72
"Guyana","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1993",1.76
"Guyana","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1994",2
"Guyana","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1995",3.02
"Guyana","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1996",4.45
"Guyana","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1997",1.61
"Guyana","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1998",1.21
"Guyana","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1999",1.46
"Guyana","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2000",0.07
"Guyana","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2005",0.28
"Malta","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1990",0.06
"Malta","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1991",0.06
"Malta","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1992",0.14
"Malta","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1993",0.21
"Malta","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1994",0.74
"Malta","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1995",0.79
"Malta","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1996",0.66
"Malta","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1997",0.43
"Malta","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1998",0.32
"Malta","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1999",0.32
"Malta","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2000",0.22
"Malta","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2001",0.22
"Malta","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2002",0.18
"Paraguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1990",1.08
"Paraguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1991",1.37
"Paraguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1992",1.79
"Paraguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1993",1.94
"Paraguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1994",2.33
"Paraguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1995",1.68
"Paraguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1996",1.57
"Paraguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1997",1.96
"Paraguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1998",1.73
"Paraguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1999",1.23
"Paraguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2000",1.17
"Paraguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2001",1.22
"Paraguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2002",0.97
"Paraguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2003",1.09
"Paraguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2004",0.93
"Paraguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2005",1.16
"Paraguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2006",1.13
"Paraguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2007",0.96
"Paraguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2008",1.23
"Paraguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2009",0.87
"Paraguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2010",0.82
"Paraguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2011",0.89
"Paraguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2012",0.76
"Paraguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2013",0.86
"Paraguay","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1990",3.32
"Paraguay","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1991",3.4
"Paraguay","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1992",2.61
"Paraguay","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1993",5.69
"Paraguay","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1994",0.23
"Paraguay","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1995",0.61
"Paraguay","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1996",1.53
"Paraguay","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1997",0.72
"Paraguay","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2012",0.05
"Paraguay","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2013",0.69
"Paraguay","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2014",0.06
"Paraguay","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1990",0.03
"Paraguay","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1991",0.03
"Paraguay","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1992",0.03
"Paraguay","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1993",0.01
"Paraguay","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1994",0.01
"Paraguay","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1995",0.01
"Paraguay","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1996",0.03
"Paraguay","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1997",0.03
"Paraguay","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1998",0.03
"Peru","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1990",7.04
"Peru","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1991",7.26
"Peru","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1992",4.02
"Peru","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1993",4.3
"Peru","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1994",9.5
"Peru","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1995",11.28
"Peru","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1996",10.98
"Peru","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1997",4.15
"Peru","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1998",3.14
"Peru","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1999",1.53
"Peru","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2000",1.76
"Peru","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2001",1.52
"Peru","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2002",1.47
"Peru","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2003",1.21
"Peru","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2004",1.5
"Peru","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2005",2.03
"Peru","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2006",1.71
"Peru","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2007",1.47
"Peru","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2008",0.95
"Peru","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2009",0.92
"Peru","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2010",1.2
"Peru","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2011",0.89
"Peru","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2012",1.01
"Peru","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2013",1.2
"Peru","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1990",16.76
"Peru","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1991",27.78
"Peru","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1992",12.63
"Peru","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1993",16.78
"Peru","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1994",8.68
"Peru","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1995",14.49
"Peru","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1996",1.65
"Peru","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1997",4.41
"Peru","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1998",6.63
"Peru","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1999",7.24
"Peru","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2000",5.77
"Peru","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2001",2.09
"Peru","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2002",3.2
"Peru","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2003",2.48
"Peru","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2004",1.5
"Peru","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2005",4.1
"Peru","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2006",0.71
"Peru","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2007",0.76
"Peru","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2008",2.74
"Peru","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2009",0.43
"Peru","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2010",-0.06
"Peru","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1990",0.08
"Peru","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1991",0.09
"Peru","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1992",0.2
"Peru","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1993",0.24
"Peru","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1994",0.1
"Peru","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1995",0.12
"Peru","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1996",0.13
"Peru","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1997",0.14
"Peru","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1998",0.21
"Peru","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1999",0.01
"Peru","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2013",0
"Suriname","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1996",0.23
"Suriname","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1997",0.09
"Suriname","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1990",0.14
"Suriname","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1991",0.32
"Suriname","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1992",1.89
"Suriname","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1993",0.9
"Uruguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1990",0.24
"Uruguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1991",0.09
"Uruguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1992",0.37
"Uruguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1993",1.08
"Uruguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1994",1.26
"Uruguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1995",1.32
"Uruguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1996",0.96
"Uruguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1997",1.06
"Uruguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1998",1.29
"Uruguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1999",0.95
"Uruguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2000",0.93
"Uruguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2001",1.35
"Uruguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2002",0.92
"Uruguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2003",0.75
"Uruguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2004",0.63
"Uruguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2005",0.63
"Uruguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2006",0.58
"Uruguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2007",0.56
"Uruguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2008",0.54
"Uruguay","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2009",0.79
