Region,District,Sector/MDA/MMDA,Central GOG and CF: Comp of Emp,Central GOG and CF: Goods/Service,Central GOG and CF: Assets (Capital),Central GOG and CF: Total,IGF: Comp of Emp,IGF: Goods/Service,IGF: Assets (Capital),IGF: Total,Funds/Others: Comp of Emp,Funds/Others: Goods/Service,Funds/Others: Assets (Capital),Funds/Others: Total,Donor: Comp of Emp,Donor: Goods/Service,Donor: Assets (Capital),Donor: Total,Grand Total Less NREG / Statutory
Ashanti Region,Asante_Akim_Central,Cottage Industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_Central,Tourism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_Central,Budget and Rating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_Central,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_Central,Legal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_Central,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_Central,Transport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_Central,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_Central,Disaster Prevention,0,"15,000",0,"15,000",0,0,0,0,0,0,0,0,0,0,0,0,"15,000"
Ashanti Region,Asante_Akim_Central,,0,"15,000",0,"15,000",0,0,0,0,0,0,0,0,0,0,0,0,"15,000"
Ashanti Region,Asante_Akim_Central,Urban Roads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_Central,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_Central,Birth and Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_Central,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_North,Multi Sectoral,"969,176","1,331,612","1,020,000","3,320,789","60,140","207,190",0,"267,330",0,0,0,0,0,"66,801","224,917","291,718","4,042,157"
Ashanti Region,Asante_Akim_North,Asante Akim North District -Agogo,"969,176","1,331,612","1,020,000","3,320,789","60,140","207,190",0,"267,330",0,0,0,0,0,"66,801","224,917","291,718","4,042,157"
Ashanti Region,Asante_Akim_North,Central Administration,"325,065","560,829","360,000","1,245,894","60,140","205,190",0,"265,330",0,0,0,0,0,"42,720",0,"42,720","1,553,944"
Ashanti Region,Asante_Akim_North,Administration (Assembly Office),"325,065","560,829","360,000","1,245,894","60,140","205,190",0,"265,330",0,0,0,0,0,"42,720",0,"42,720","1,553,944"
Ashanti Region,Asante_Akim_North,Sub-Metros Administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_North,Finance,"101,226",0,0,"101,226",0,0,0,0,0,0,0,0,0,0,0,0,"101,226"
Ashanti Region,Asante_Akim_North,,"101,226",0,0,"101,226",0,0,0,0,0,0,0,0,0,0,0,0,"101,226"
Ashanti Region,Asante_Akim_North,"Education, Youth and Sports",0,"372,431","380,000","752,431",0,0,0,0,0,0,0,0,0,0,"224,917","224,917","977,348"
Ashanti Region,Asante_Akim_North,Office of Departmental Head,0,"372,431","380,000","752,431",0,0,0,0,0,0,0,0,0,0,"224,917","224,917","977,348"
Ashanti Region,Asante_Akim_North,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_North,Sports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_North,Youth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_North,Health,"136,641","274,390","100,000","511,031",0,"2,000",0,"2,000",0,0,0,0,0,0,0,0,"667,031"
Ashanti Region,Asante_Akim_North,Office of District Medical Officer of Health,0,"24,390",0,"24,390",0,0,0,0,0,0,0,0,0,0,0,0,"24,390"
Ashanti Region,Asante_Akim_North,Environmental Health Unit,"136,641","250,000","100,000","486,641",0,"2,000",0,"2,000",0,0,0,0,0,0,0,0,"642,641"
Ashanti Region,Asante_Akim_North,Hospital services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_North,Waste Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_North,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_North,Agriculture,"199,170","46,250",0,"245,420",0,0,0,0,0,0,0,0,0,"24,081",0,"24,081","269,501"
Ashanti Region,Asante_Akim_North,,"199,170","46,250",0,"245,420",0,0,0,0,0,0,0,0,0,"24,081",0,"24,081","269,501"
Ashanti Region,Asante_Akim_North,Physical Planning,"26,389","5,000",0,"31,389",0,0,0,0,0,0,0,0,0,0,0,0,"31,389"
Ashanti Region,Asante_Akim_North,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_North,Town and Country Planning,"26,389","5,000",0,"31,389",0,0,0,0,0,0,0,0,0,0,0,0,"31,389"
Ashanti Region,Asante_Akim_North,Parks and Gardens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_North,Social Welfare & Community Development,"120,963","52,712",0,"173,676",0,0,0,0,0,0,0,0,0,0,0,0,"173,676"
Ashanti Region,Asante_Akim_North,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_North,Social Welfare,"36,457","38,853",0,"75,311",0,0,0,0,0,0,0,0,0,0,0,0,"75,311"
Ashanti Region,Asante_Akim_North,Community Development,"84,506","13,859",0,"98,365",0,0,0,0,0,0,0,0,0,0,0,0,"98,365"
Ashanti Region,Asante_Akim_North,Natural Resource Conservation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_North,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_North,Works,"59,722",0,"180,000","239,722",0,0,0,0,0,0,0,0,0,0,0,0,"248,042"
Ashanti Region,Asante_Akim_North,Office of Departmental Head,"59,722",0,"50,000","109,722",0,0,0,0,0,0,0,0,0,0,0,0,"109,722"
Ashanti Region,Asante_Akim_North,Public Works,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_North,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_North,Feeder Roads,0,0,"130,000","130,000",0,0,0,0,0,0,0,0,0,0,0,0,"138,320"
Ashanti Region,Asante_Akim_North,Rural Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_North,"Trade, Industry and Tourism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_North,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_North,Trade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_North,Cottage Industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_North,Tourism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_North,Budget and Rating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_North,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_North,Legal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_North,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_North,Transport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_North,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_North,Disaster Prevention,0,"20,000",0,"20,000",0,0,0,0,0,0,0,0,0,0,0,0,"20,000"
Ashanti Region,Asante_Akim_North,,0,"20,000",0,"20,000",0,0,0,0,0,0,0,0,0,0,0,0,"20,000"
Ashanti Region,Asante_Akim_North,Urban Roads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_North,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_North,Birth and Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_North,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_South,Multi Sectoral,"824,276","1,140,535","488,840","2,453,652","39,597","185,793",0,"225,390",0,"25,000",0,0,0,"30,000","631,074","661,074","3,365,116"
Ashanti Region,Asante_Akim_South,Asante Akim South District - Juaso,"824,276","1,140,535","488,840","2,453,652","39,597","185,793",0,"225,390",0,"25,000",0,0,0,"30,000","631,074","661,074","3,365,116"
Ashanti Region,Asante_Akim_South,Central Administration,"240,539","352,583","203,411","796,532","37,292","183,209",0,"220,501",0,"25,000",0,0,0,"30,000","270,393","300,393","1,342,426"
Ashanti Region,Asante_Akim_South,Administration (Assembly Office),"240,539","352,583","203,411","796,532","37,292","183,209",0,"220,501",0,"25,000",0,0,0,"30,000","270,393","300,393","1,342,426"
Ashanti Region,Asante_Akim_South,Sub-Metros Administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_South,Finance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_South,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_South,"Education, Youth and Sports",0,"13,000","138,021","151,021",0,0,0,0,0,0,0,0,0,0,"172,014","172,014","323,035"
Ashanti Region,Asante_Akim_South,Office of Departmental Head,0,"13,000","138,021","151,021",0,0,0,0,0,0,0,0,0,0,"172,014","172,014","323,035"
Ashanti Region,Asante_Akim_South,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_South,Sports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_South,Youth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_South,Health,"62,187","232,430","41,201","335,819",0,"2,584",0,"2,584",0,0,0,0,0,0,"153,667","153,667","492,070"
Ashanti Region,Asante_Akim_South,Office of District Medical Officer of Health,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_South,Environmental Health Unit,"62,187","222,000","41,201","325,389",0,"2,584",0,"2,584",0,0,0,0,0,0,"68,667","68,667","396,640"
Ashanti Region,Asante_Akim_South,Hospital services,0,"10,430",0,"10,430",0,0,0,0,0,0,0,0,0,0,"85,000","85,000","95,430"
Ashanti Region,Asante_Akim_South,Waste Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_South,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_South,Agriculture,"411,080","391,824",0,"802,904",0,0,0,0,0,0,0,0,0,0,0,0,"802,904"
Ashanti Region,Asante_Akim_South,,"411,080","391,824",0,"802,904",0,0,0,0,0,0,0,0,0,0,0,0,"802,904"
Ashanti Region,Asante_Akim_South,Physical Planning,0,"6,000",0,"6,000",0,0,0,0,0,0,0,0,0,0,0,0,"6,000"
Ashanti Region,Asante_Akim_South,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_South,Town and Country Planning,0,"6,000",0,"6,000",0,0,0,0,0,0,0,0,0,0,0,0,"6,000"
Ashanti Region,Asante_Akim_South,Parks and Gardens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_South,Social Welfare & Community Development,"65,965","61,698",0,"127,663",0,0,0,0,0,0,0,0,0,0,0,0,"127,663"
Ashanti Region,Asante_Akim_South,Office of Departmental Head,"65,965",0,0,"65,965",0,0,0,0,0,0,0,0,0,0,0,0,"65,965"
Ashanti Region,Asante_Akim_South,Social Welfare,0,"60,978",0,"60,978",0,0,0,0,0,0,0,0,0,0,0,0,"60,978"
Ashanti Region,Asante_Akim_South,Community Development,0,720,0,720,0,0,0,0,0,0,0,0,0,0,0,0,720
Ashanti Region,Asante_Akim_South,Natural Resource Conservation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_South,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_South,Works,"44,505","45,000","106,207","195,712","2,305",0,0,"2,305",0,0,0,0,0,0,"35,000","35,000","233,017"
Ashanti Region,Asante_Akim_South,Office of Departmental Head,"44,505",0,0,"44,505","2,305",0,0,"2,305",0,0,0,0,0,0,"35,000","35,000","81,810"
Ashanti Region,Asante_Akim_South,Public Works,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_South,Water,0,"15,000","10,000","25,000",0,0,0,0,0,0,0,0,0,0,0,0,"25,000"
Ashanti Region,Asante_Akim_South,Feeder Roads,0,"30,000","96,207","126,207",0,0,0,0,0,0,0,0,0,0,0,0,"126,207"
Ashanti Region,Asante_Akim_South,Rural Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_South,"Trade, Industry and Tourism",0,"30,000",0,"30,000",0,0,0,0,0,0,0,0,0,0,0,0,"30,000"
Ashanti Region,Asante_Akim_South,Office of Departmental Head,0,"30,000",0,"30,000",0,0,0,0,0,0,0,0,0,0,0,0,"30,000"
Ashanti Region,Asante_Akim_South,Trade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_South,Cottage Industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_South,Tourism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_South,Budget and Rating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_South,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_South,Legal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_South,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_South,Transport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_South,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_South,Disaster Prevention,0,"8,000",0,"8,000",0,0,0,0,0,0,0,0,0,0,0,0,"8,000"
Ashanti Region,Asante_Akim_South,,0,"8,000",0,"8,000",0,0,0,0,0,0,0,0,0,0,0,0,"8,000"
Ashanti Region,Asante_Akim_South,Urban Roads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_South,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_South,Birth and Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante_Akim_South,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asokore_Mampong,Multi Sectoral,"1,130,566","686,910","2,289,976","4,107,452","3,407","696,322","96,000","795,729",0,0,0,0,0,"738,895","415,824","1,154,719","6,062,214"
Ashanti Region,Asokore_Mampong,Asokore Mampong Municipal-Asokore Mampong,"1,130,566","686,910","2,289,976","4,107,452","3,407","696,322","96,000","795,729",0,0,0,0,0,"738,895","415,824","1,154,719","6,062,214"
Ashanti Region,Asokore_Mampong,Central Administration,"532,347","488,371","1,211,253","2,231,972","3,407","505,749","69,000","578,156",0,0,0,0,0,"31,990","130,000","161,990","2,976,432"
Ashanti Region,Asokore_Mampong,Administration (Assembly Office),"532,347","488,371","1,211,253","2,231,972","3,407","505,749","69,000","578,156",0,0,0,0,0,"31,990","130,000","161,990","2,976,432"
Ashanti Region,Asokore_Mampong,Sub-Metros Administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asokore_Mampong,Finance,"103,515","8,000",0,"111,515",0,"11,000",0,"11,000",0,0,0,0,0,0,0,0,"122,515"
Ashanti Region,Asokore_Mampong,,"103,515","8,000",0,"111,515",0,"11,000",0,"11,000",0,0,0,0,0,0,0,0,"122,515"
Ashanti Region,Asokore_Mampong,"Education, Youth and Sports",0,"77,359","676,445","753,804",0,"5,000",0,"5,000",0,0,0,0,0,"676,546","90,000","766,546","1,525,350"
Ashanti Region,Asokore_Mampong,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asokore_Mampong,Education,0,"72,359","676,445","748,804",0,0,0,0,0,0,0,0,0,"676,546","90,000","766,546","1,515,350"
Ashanti Region,Asokore_Mampong,Sports,0,"5,000",0,"5,000",0,"5,000",0,"5,000",0,0,0,0,0,0,0,0,"10,000"
Ashanti Region,Asokore_Mampong,Youth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asokore_Mampong,Health,"93,009","96,180",0,"189,189",0,"20,073",0,"20,073",0,0,0,0,0,0,"90,000","90,000","299,261"
Ashanti Region,Asokore_Mampong,Office of District Medical Officer of Health,0,"36,180",0,"36,180",0,"2,000",0,"2,000",0,0,0,0,0,0,"90,000","90,000","128,180"
Ashanti Region,Asokore_Mampong,Environmental Health Unit,"93,009","60,000",0,"153,009",0,"18,073",0,"18,073",0,0,0,0,0,0,0,0,"171,082"
Ashanti Region,Asokore_Mampong,Hospital services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asokore_Mampong,Waste Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asokore_Mampong,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asokore_Mampong,Agriculture,"108,941","12,000",0,"120,941",0,"13,000",0,"13,000",0,0,0,0,0,"16,120","23,650","39,770","173,711"
Ashanti Region,Asokore_Mampong,,"108,941","12,000",0,"120,941",0,"13,000",0,"13,000",0,0,0,0,0,"16,120","23,650","39,770","173,711"
Ashanti Region,Asokore_Mampong,Physical Planning,"13,405","5,000",0,"18,405",0,"5,000",0,"5,000",0,0,0,0,0,162,0,162,"23,567"
Ashanti Region,Asokore_Mampong,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asokore_Mampong,Town and Country Planning,"13,405","5,000",0,"18,405",0,"5,000",0,"5,000",0,0,0,0,0,162,0,162,"23,567"
Ashanti Region,Asokore_Mampong,Parks and Gardens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asokore_Mampong,Social Welfare & Community Development,"142,121",0,0,"142,121",0,"2,000",0,"2,000",0,0,0,0,0,"14,077",0,"14,077","158,198"
Ashanti Region,Asokore_Mampong,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asokore_Mampong,Social Welfare,"40,561",0,0,"40,561",0,"1,000",0,"1,000",0,0,0,0,0,"6,310",0,"6,310","47,871"
Ashanti Region,Asokore_Mampong,Community Development,"101,559",0,0,"101,559",0,"1,000",0,"1,000",0,0,0,0,0,"7,767",0,"7,767","110,326"
Ashanti Region,Asokore_Mampong,Natural Resource Conservation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asokore_Mampong,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asokore_Mampong,Works,"129,445",0,"232,278","361,723",0,"4,000","22,000","26,000",0,0,0,0,0,0,"82,174","82,174","469,897"
Ashanti Region,Asokore_Mampong,Office of Departmental Head,0,0,"122,278","122,278",0,"4,000","22,000","26,000",0,0,0,0,0,0,0,0,"148,278"
Ashanti Region,Asokore_Mampong,Public Works,"129,445",0,0,"129,445",0,0,0,0,0,0,0,0,0,0,0,0,"129,445"
Ashanti Region,Asokore_Mampong,Water,0,0,"110,000","110,000",0,0,0,0,0,0,0,0,0,0,"82,174","82,174","192,174"
Ashanti Region,Asokore_Mampong,Feeder Roads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asokore_Mampong,Rural Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asokore_Mampong,"Trade, Industry and Tourism","7,783",0,0,"7,783",0,"2,000",0,"2,000",0,0,0,0,0,0,0,0,"9,783"
Ashanti Region,Asokore_Mampong,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asokore_Mampong,Trade,"7,783",0,0,"7,783",0,0,0,0,0,0,0,0,0,0,0,0,"7,783"
Ashanti Region,Asokore_Mampong,Cottage Industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asokore_Mampong,Tourism,0,0,0,0,0,"2,000",0,"2,000",0,0,0,0,0,0,0,0,"2,000"
Ashanti Region,Asokore_Mampong,Budget and Rating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asokore_Mampong,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asokore_Mampong,Legal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asokore_Mampong,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asokore_Mampong,Transport,0,0,"100,000","100,000",0,"113,000",0,"113,000",0,0,0,0,0,0,0,0,"213,000"
Ashanti Region,Asokore_Mampong,,0,0,"100,000","100,000",0,"113,000",0,"113,000",0,0,0,0,0,0,0,0,"213,000"
Ashanti Region,Asokore_Mampong,Disaster Prevention,0,0,"20,000","20,000",0,"5,000","5,000","10,000",0,0,0,0,0,0,0,0,"30,000"
Ashanti Region,Asokore_Mampong,,0,0,"20,000","20,000",0,"5,000","5,000","10,000",0,0,0,0,0,0,0,0,"30,000"
Ashanti Region,Asokore_Mampong,Urban Roads,0,0,"50,000","50,000",0,"10,500",0,"10,500",0,0,0,0,0,0,0,0,"60,500"
Ashanti Region,Asokore_Mampong,,0,0,"50,000","50,000",0,"10,500",0,"10,500",0,0,0,0,0,0,0,0,"60,500"
Ashanti Region,Asokore_Mampong,Birth and Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asokore_Mampong,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Kwanwoma,Multi Sectoral,"1,337,100","954,807","1,747,854","4,039,761","50,630","345,175","22,510","418,315",0,0,0,"2,157,022",0,"75,349","1,332,000","1,407,349","8,022,447"
Ashanti Region,Atwima_Kwanwoma,Atwima Kwanwoma District - Foase,"1,337,100","954,807","1,747,854","4,039,761","50,630","345,175","22,510","418,315",0,0,0,"2,157,022",0,"75,349","1,332,000","1,407,349","8,022,447"
Ashanti Region,Atwima_Kwanwoma,Central Administration,"543,623","524,000","284,000","1,351,623","50,630","335,175","10,010","395,815",0,0,0,0,0,"42,720","80,000","122,720","1,870,158"
Ashanti Region,Atwima_Kwanwoma,Administration (Assembly Office),"543,623","524,000","284,000","1,351,623","50,630","335,175","10,010","395,815",0,0,0,0,0,"42,720","80,000","122,720","1,870,158"
Ashanti Region,Atwima_Kwanwoma,Sub-Metros Administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Kwanwoma,Finance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Kwanwoma,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Kwanwoma,"Education, Youth and Sports",0,"20,000","853,000","873,000",0,"5,000","10,000","15,000",0,0,0,"2,157,022",0,0,"987,000","987,000","4,032,022"
Ashanti Region,Atwima_Kwanwoma,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Kwanwoma,Education,0,"20,000","853,000","873,000",0,"5,000","10,000","15,000",0,0,0,"2,157,022",0,0,"987,000","987,000","4,032,022"
Ashanti Region,Atwima_Kwanwoma,Sports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Kwanwoma,Youth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Kwanwoma,Health,"97,378","343,000","270,000","710,378",0,"5,000",0,"5,000",0,0,0,0,0,0,"265,000","265,000","980,378"
Ashanti Region,Atwima_Kwanwoma,Office of Medical Officer of Health,0,"41,000","170,000","211,000",0,0,0,0,0,0,0,0,0,0,"175,000","175,000","386,000"
Ashanti Region,Atwima_Kwanwoma,Environmental Health Unit,"97,378","302,000","100,000","499,378",0,"5,000",0,"5,000",0,0,0,0,0,0,"90,000","90,000","594,378"
Ashanti Region,Atwima_Kwanwoma,Hospital services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Kwanwoma,Waste Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Kwanwoma,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Kwanwoma,Agriculture,"373,971","51,700",0,"425,671",0,0,0,0,0,0,0,0,0,"32,629",0,"32,629","458,300"
Ashanti Region,Atwima_Kwanwoma,,"373,971","51,700",0,"425,671",0,0,0,0,0,0,0,0,0,"32,629",0,"32,629","458,300"
Ashanti Region,Atwima_Kwanwoma,Physical Planning,0,"2,985",162,"3,147",0,0,0,0,0,0,0,0,0,0,0,0,"3,147"
Ashanti Region,Atwima_Kwanwoma,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Kwanwoma,Town and Country Planning,0,"2,985",162,"3,147",0,0,0,0,0,0,0,0,0,0,0,0,"3,147"
Ashanti Region,Atwima_Kwanwoma,Parks and Gardens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Kwanwoma,Social Welfare & Community Development,"190,721","13,122",0,"203,843",0,0,0,0,0,0,0,0,0,0,0,0,"203,843"
Ashanti Region,Atwima_Kwanwoma,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Kwanwoma,Social Welfare,"37,681","6,310",0,"43,991",0,0,0,0,0,0,0,0,0,0,0,0,"43,991"
Ashanti Region,Atwima_Kwanwoma,Community Development,"153,040","6,812",0,"159,852",0,0,0,0,0,0,0,0,0,0,0,0,"159,852"
Ashanti Region,Atwima_Kwanwoma,Natural Resource Conservation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Kwanwoma,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
