sch_name,lea_name,year,address,geocodingURL,contact,phone,accredit,sch_core_uq,lea_core_uq,st_core_uq,lea_prov_tch,lea_prov_sped_tch,st_prov_tch,st_prov_sped_tch,sch_bach,sch_mast,sch_phd,lea_bach,lea_mast,lea_phd,st_bach,st_mast,st_phd,sch_prov_tch,sch_prov_sped_tch,eid,street,city,state,country,title1_p,title1_f,combokey,nces_school_id,leaid,schid,sch_address,sch_city,sch_zip,jj,prek,k,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,ug,sp_ed,mg_sch,charter_sch,alt_sch,ab_group,mg_sch2,alt_acd_dif,alt_disc_prob,alt_other,gte_program,provide_ap,num_ap_courses,student_ap_choice,m_ame_7_enrol,m_asi_7_enrol,m_his_7_enrol,m_bla_7_enrol,m_whi_7_enrol,m_hi_pac_7_enrol,m_2_or_more_7_enrol,m_tot_7_enrol,m_dis_idea_7_enrol,m_dis_504_7_enrol,m_lep_7_enrol,f_ame_7_enrol,f_asi_7_enrol,f_his_7_enrol,f_bla_7_enrol,f_whi_7_enrol,f_hi_pac_7_enrol,f_2_or_more_7_enrol,f_tot_7_enrol,f_dis_idea_7_enrol,f_dis_504_7_enrol,f_lep_7_enrol,tot_fte,fte_cert,teach_1st_yr,teach_2nd_yr,counsel,tot_enroll,m_perc,f_perc,ame_tot,asi_tot,his_tot,bla_tot,whi_tot,hi_pac_tot,more_tot,dis_504_tot,lep_tot,ame_perc,asi_perc,his_perc,bla_perc,whi_perc,hi_pac_perc,more_perc,dis_504_perc,lep_perc,teach_1st_perc,teach_2nd_perc,title_1,fte_absent,fte_teachers_fin,teach_amount,avg_teach_salary,tot_salaries,inst_salaries,expend,fte_absent_perc,read_3_score,read_4_score,read_5_score,read_6_score,read_7_score,read_8_score,read_11_score,write_5_score,write_8_score,write_11_score,math_3_score,math_4_score,math_5_score,math_6_score,math_7_score,math_8_score,alg_1_score,alg_2_score,geo_score,avg_eng_score,avg_math_score,poor_perc,blk_perc,azn_perc,wht_perc,male_perc,fem_perc,sev_dis_perc,pop5to17,pop5to17lag,pov5to17,pov5to17lag,pov_5to17_perc,pov_5to17_lag_perc,teach_3rd_higher,mastbachratio,perc_cert,logenroll,logfte,ratio,meanpov,cenpov,meanexp,cenexp,meaneduc,ceneduc,meancert,cencert,p25pov,p75pov,p25exp,p75exp,p25educ,p75educ,p25cert,p75cert,expint,educint,certint,yearid,v188
KERRYDALE ELEM,PRINCE WILLIAM CO PBLC SCHS,_12,"13199 Kerrydale Rd, Woodbridge, VA 22193",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=13199+Kerrydale+Rd%2C+Woodbridge%2C+VA+22193,Principal: Kimberly Gudinas,(703) 590-1262,Fully Accredited,10,2,1,4,1,5,1,49,49,3,34,65,1,41,56,1,,,844,13199 Kerrydale Rd,WOODBRIDGE,VA,USA,0,0,5.103E11,5.103E11,5103130,1304,13199 KERRYDALE RD,WOODBRIDGE,22193,,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,5,8,119,44,26,2,5,209,22,0,104,2,8,143,38,38,0,11,240,16,0,119,34.5,23.5,0,3,,449,46.55,53.45,7,16,262,82,64,2,16,0,223,1.56,3.56,58.35,18.26,14.25,0.45,3.56,0,49.67,0,8.7,1,16,30,1726764,57559,2339517,1816474,136684,46.38,454,482,458,,,,,460,,,409,444,418,,,,,,,463.4572,422.7778,66,18.12,3.13,14.54,46.76,53.24,2.46,86363,84571,7721,7784,8.940171,0.092041,91.3,1,68.11594,6.107023,3.540959,13.01449,15.90492,-6.964747,90.38022,0.9197845,1.486381,-0.4863812,97.32459,-29.20865,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-6.406067,3.387522,203.4309,_12,1446
MARTIN LUTHER KING JR ELEM,PRINCE WILLIAM CO PBLC SCHS,_12,"13224 Nickleson Dr, Woodbridge, VA 22193",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=13224+Nickleson+Dr%2C+Woodbridge%2C+VA+22193,Principal: Ms. Amy Larsen,(703) 590-1616,Fully Accredited,0,2,1,4,1,5,1,41,59,0,34,65,1,41,56,1,,,852,13224 Nickleson Dr,WOODBRIDGE,VA,USA,0,0,5.103E11,5.103E11,5103130,1952,13224 NICKLESON DR,WOODBRIDGE,22193,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,2,35,83,77,62,2,14,275,46,0,80,2,20,92,74,50,2,11,251,16,0,89,35.6,28,2,1,,526,52.28,47.72,4,55,175,151,112,4,25,0,169,0.76,10.46,33.27,28.71,21.29,0.76,4.75,0,32.13,5.62,2.81,0,23,32.6,1858443,57007,2403818,1939818,155863,64.61,484,490,470,,,,,457,,,427,425,439,,,,,,,472.8512,431.4907,42.69,28.84,10.44,21.44,51.8,48.2,2.28,86363,84571,7721,7784,8.940171,0.092041,91.57,1.439024,78.65169,6.265301,3.572346,14.77528,15.90492,-6.964747,90.38022,1.189781,1.486381,-0.0473567,97.32459,-18.6729,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-8.286526,0.3298276,130.0521,_12,1475
ROSA PARKS ELEM,PRINCE WILLIAM CO PBLC SCHS,_12,"13446 Princedale Drive, Woodbridge, VA 22193",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=13446+Princedale+Drive%2C+Woodbridge%2C+VA+22193,Principal: Ms. Susan Danielson,(703) 580-9665,Fully Accredited,6,2,1,4,1,5,1,28,70,0,34,65,1,41,56,1,6,0,5812,13446 Princedale Drive,WOODBRIDGE,VA,USA,0,0,5.103E11,5.103E11,5103130,2587,13446 PRINCEDALE DRIVE,WOODBRIDGE,22193,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,,,1,,,,2,23,125,104,104,2,23,383,76,0,95,2,32,104,107,110,2,29,386,28,0,92,46.5,36,5,0,,769,49.8,50.2,4,55,229,211,214,4,52,0,187,0.52,7.15,29.78,27.44,27.83,0.52,6.76,0,24.32,10.75,0,0,24,40.5,2304215,56894,3011036,2421465,294657,51.61,477,478,481,,,,,486,,,430,444,457,,,,,,,480.1565,443.15,30.5,27.36,6.94,28.01,49.87,50.13,6.54,86363,84571,7721,7784,8.940171,0.092041,89.25,2.5,77.41936,6.645091,3.839452,16.53763,15.90492,-6.964747,90.38022,-1.130219,1.486381,1.013619,97.32459,-19.90524,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,7.871686,-7.059599,138.6349,_12,1502
SHARON C MCAULIFFE ELEM,PRINCE WILLIAM CO PBLC SCHS,_12,"13540 Princedale Dr, Woodbridge, VA 22193",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=13540+Princedale+Dr%2C+Woodbridge%2C+VA+22193,Principal: Cynthia Anne West,(703) 680-7270,Fully Accredited,4,2,1,4,1,5,1,24,76,0,34,65,1,41,56,1,10,3,792,13540 Princedale Dr,WOODBRIDGE,VA,USA,0,0,5.103E11,5.103E11,5103130,2159,13540 PRINCEDALE DR,WOODBRIDGE,22193,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,2,14,80,65,53,0,26,240,55,0,80,2,14,77,44,56,2,17,212,31,0,71,35,29,5,1,,452,53.1,46.9,4,28,157,109,109,2,43,0,151,0.88,6.19,34.73,24.12,24.12,0.44,9.51,0,33.41,14.29,2.86,0,9,28,1685669,60202,2262807,1785398,133425,25.71,449,456,463,,,,,443,,,394,414,413,,,,,,,452.5898,406.6945,40.76,23.83,6.01,24.72,53.01,46.99,8.47,86363,84571,7721,7784,8.940171,0.092041,82.85,3.166667,82.85714,6.113682,3.555348,12.91429,15.90492,-6.964747,90.38022,-7.53022,1.486381,1.680286,97.32459,-14.46745,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,52.44608,-11.70276,100.7622,_12,1481
MINNIEVILLE ELEM,PRINCE WILLIAM CO PBLC SCHS,_12,"13639 Greenwood Dr, Woodbridge, VA 22193",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=13639+Greenwood+Dr%2C+Woodbridge%2C+VA+22193,Principal: Mr. Nathaniel Provencio,(703) 670-6106,Fully Accredited,0,2,1,4,1,5,1,36,64,0,34,65,1,41,56,1,,,889,13639 Greenwood Dr,WOODBRIDGE,VA,USA,0,0,5.103E11,5.103E11,5103130,1308,13639 GREENWOOD DR,WOODBRIDGE,22193,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,0,17,128,71,41,2,17,276,37,0,134,0,17,113,89,26,2,23,270,19,0,119,39.5,28,1,5,,546,50.55,49.45,0,34,241,160,67,4,40,0,253,0,6.23,44.14,29.3,12.27,0.73,7.33,0,46.34,2.53,12.66,1,20.5,36,1995915,55442,2565202,2063959,205198,51.9,466,468,467,,,,,448,,,414,456,430,,,,,,,462.0273,434.5635,60.69,29.8,6.22,12.25,50.64,49.36,2.19,86363,84571,7721,7784,8.940171,0.092041,84.81,1.777778,70.88608,6.302619,3.676301,13.82278,15.90492,-6.964747,90.38022,-5.570221,1.486381,0.2913966,97.32459,-26.43851,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,38.79518,-2.029504,184.1376,_12,1450
ENTERPRISE ELEM,PRINCE WILLIAM CO PBLC SCHS,_12,"13900 Lindendale Rd, Woodbridge, VA 22193",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=13900+Lindendale+Rd%2C+Woodbridge%2C+VA+22193,Principal: Ms. Melanie McClure,(703) 590-1558,Fully Accredited,0,2,1,4,1,5,1,38,62,0,34,65,1,41,56,1,8,0,848,13900 Lindendale Rd,WOODBRIDGE,VA,USA,0,0,5.103E11,5.103E11,5103130,1295,13900 LINDENDALE RD,WOODBRIDGE,22193,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,,,1,,,,5,17,107,77,56,2,26,290,58,0,95,0,14,86,71,47,2,14,234,22,0,86,34.2,25.5,0.5,4.6,,524,55.34,44.66,5,31,193,148,103,4,40,0,181,0.95,5.92,36.83,28.24,19.66,0.76,7.63,0,34.54,1.46,13.45,0,16.6,32,1664753,52024,2259338,1766094,198520,48.54,446,468,440,,,,,425,,,412,429,382,,,,,,,445.6018,408.4941,47.24,28,5.71,19.62,54.48,45.52,5.14,86363,84571,7721,7784,8.940171,0.092041,85.09,1.631579,74.5614,6.261492,3.532226,15.32164,15.90492,-6.964747,90.38022,-5.290222,1.486381,0.1451977,97.32459,-22.76319,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,36.84506,-1.011266,158.5399,_12,1438
GAR-FIELD HIGH,PRINCE WILLIAM CO PBLC SCHS,_12,"14000 Smoketown Rd, Woodbridge, VA 22192",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=14000+Smoketown+Rd%2C+Woodbridge%2C+VA+22192,Principal: Dr. Cherif Sadki,(703) 730-7000,Accredited with Warning,0,2,1,4,1,5,1,26,71,1,34,65,1,41,56,1,2,3,838,14000 Smoketown Rd,WOODBRIDGE,VA,USA,0,0,5.103E11,5.103E11,5103130,1299,14000 SMOKETOWN RD,WOODBRIDGE,22192,,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,,,,1,1,2,0,5,128,542,326,233,2,80,1316,187,0,269,5,110,488,332,170,0,89,1194,94,2,209,130.39,127.39,10,5,8,2510,52.43,47.57,10,238,1030,658,403,2,169,2,478,0.4,9.48,41.04,26.22,16.06,0.08,6.73,0.08,19.04,7.67,3.83,0,64.6,121.29,7317598,60331,9895295,7335669,1196262,49.54,,,,,,,460,,,457,,,,,,,392,409,401,458.4863,398.8291,46.65,26.4,9.32,16.07,53,47,9.4,86363,84571,7721,7784,8.940171,0.092041,88.5,2.730769,97.69921,7.828038,4.87053,19.24994,15.90492,-6.964747,90.38022,-1.880219,1.486381,1.244388,97.32459,0.3746185,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,13.09525,-8.666848,-2.609123,_12,1441
CD HYLTON HIGH,PRINCE WILLIAM CO PBLC SCHS,_12,"14051 Spriggs Rd, Woodbridge, VA 22193",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=14051+Spriggs+Rd%2C+Woodbridge%2C+VA+22193,Principal: Mr. David Cassady,(703) 580-4000,Fully Accredited,2,2,1,4,1,5,1,31,67,0,34,65,1,41,56,1,4,0,840,14051 Spriggs Rd,WOODBRIDGE,VA,USA,0,0,5.103E11,5.103E11,5103130,186,14051 SPRIGGS RD,WOODBRIDGE,22193,,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,,,,1,1,20,0,5,68,278,296,329,2,107,1085,160,0,86,5,80,335,302,296,2,122,1142,76,0,110,125.81,124.81,6.5,4,6,2227,48.72,51.28,10,148,613,598,625,4,229,0,196,0.45,6.65,27.53,26.85,28.06,0.18,10.28,0,8.8,5.17,3.18,0,77.9,109.7,6519553,59431,8940589,6519553,1028726,61.92,,,,,,,481,,,477,,,,,,,414,412,420,479.0125,416.1138,25.98,27.09,6.57,27.75,49.2,50.8,9.01,86363,84571,7721,7784,8.940171,0.092041,91.65,2.16129,99.20515,7.708411,4.834773,17.7013,15.90492,-6.964747,90.38022,1.269783,1.486381,0.6749092,97.32459,1.880562,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-8.843718,-4.700572,-13.09764,_12,1423
MARUMSCO HILLS ELEM,PRINCE WILLIAM CO PBLC SCHS,_12,"14100 Page St, Woodbridge, VA 22191",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=14100+Page+St%2C+Woodbridge%2C+VA+22191,Principal: M. Joanne Alvey,(703) 494-3252,Fully Accredited,2,2,1,4,1,5,1,48,52,0,34,65,1,41,56,1,,,825,14100 Page St,WOODBRIDGE,VA,USA,0,0,5.103E11,5.103E11,5103130,1306,14100 PAGE ST,WOODBRIDGE,22191,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,0,14,221,68,26,2,14,345,43,0,221,2,20,230,71,29,0,20,372,19,0,224,58,40,4,4,,717,48.12,51.88,2,34,451,139,55,2,34,0,445,0.28,4.74,62.9,19.39,7.67,0.28,4.74,0,62.06,6.9,6.9,1,30.5,49,2770578,56542,3600961,3039601,218190,52.59,442,455,450,,,,,446,,,391,421,412,,,,,,,448.6815,408.3932,70,19.58,4.58,7.78,48.47,51.53,2.5,86363,84571,7721,7784,8.940171,0.092041,86.2,1.083333,68.96552,6.575076,4.060443,12.36207,15.90492,-6.964747,90.38022,-4.180222,1.486381,-0.4030478,97.32459,-28.35908,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,29.11419,2.807126,197.5138,_12,1448
BEL AIR ELEM,PRINCE WILLIAM CO PBLC SCHS,_12,"14151 Ferndale Road, Woodbridge, VA 22193",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=14151+Ferndale+Road%2C+Woodbridge%2C+VA+22193,Principal: Clint Mitchell,(703) 670-4050,Fully Accredited,0,2,1,4,1,5,1,38,60,0,34,65,1,41,56,1,,,836,14151 Ferndale Road,WOODBRIDGE,VA,USA,0,0,5.103E11,5.103E11,5103130,1285,14151 FERNDALE ROAD,WOODBRIDGE,22193,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,0,14,140,65,41,0,20,280,49,0,128,0,14,155,68,38,2,11,288,28,0,131,46.5,35,0,2,,568,49.3,50.7,0,28,295,133,79,2,31,0,259,0,4.93,51.94,23.42,13.91,0.35,5.46,0,45.6,0,4.3,1,34.5,36.5,2078966,56958,2654543,2159265,122645,74.19,468,475,453,,,,,438,,,408,429,419,,,,,,,460.1494,419.6939,71.25,23.1,4.59,13.93,49.74,50.26,4.41,86363,84571,7721,7784,8.940171,0.092041,95.7,1.578947,75.26881,6.342122,3.839452,12.21505,15.90492,-6.964747,90.38022,5.319778,1.486381,0.0925663,97.32459,-22.05578,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-37.05091,-0.6447006,153.6129,_12,1429
DALE CITY ELEM,PRINCE WILLIAM CO PBLC SCHS,_12,"14450 Brook Dr, Woodbridge, VA 22193",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=14450+Brook+Dr%2C+Woodbridge%2C+VA+22193,Principal: Ms. Cinthia Crowe-Miller,(703) 670-2208,Fully Accredited,0,2,1,4,1,5,1,47,53,0,34,65,1,41,56,1,2,0,830,14450 Brook Dr,WOODBRIDGE,VA,USA,0,0,5.103E11,5.103E11,5103130,1291,14450 BROOK DR,WOODBRIDGE,22193,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,2,14,140,62,35,0,8,261,70,0,128,0,8,110,38,35,2,14,207,22,0,92,34.57,26.57,1,1,,468,55.77,44.23,2,22,250,100,70,2,22,0,220,0.43,4.7,53.42,21.37,14.96,0.43,4.7,0,47.01,2.89,2.89,1,23.7,29,1660745,57267,2287868,1744342,226872,68.56,471,469,480,,,,,466,,,385,430,435,,,,,,,471.5404,416.5952,73.4,21.7,4.89,15.11,55.96,44.04,2.34,86363,84571,7721,7784,8.940171,0.092041,94.22,1.12766,76.85855,6.148468,3.542986,13.53775,15.90492,-6.964747,90.38022,3.839783,1.486381,-0.3587216,97.32459,-20.46604,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-26.74312,2.498405,142.5408,_12,1434
POTOMAC VIEW ELEM,PRINCE WILLIAM CO PBLC SCHS,_12,"14601 Lamar Rd, Woodbridge, VA 22191",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=14601+Lamar+Rd%2C+Woodbridge%2C+VA+22191,Principal: Ms. Susan K. Porter,(703) 491-1126,Fully Accredited,0,2,1,4,1,5,1,27,73,0,34,65,1,41,56,1,,,823,14601 Lamar Rd,WOODBRIDGE,VA,USA,0,0,5.103E11,5.103E11,5103130,1316,14601 LAMAR RD,WOODBRIDGE,22191,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,2,17,287,38,32,2,5,383,58,0,266,2,23,269,47,20,0,5,366,22,0,260,59.64,41.14,3.57,2,,749,51.13,48.87,4,40,556,85,52,2,10,0,526,0.53,5.34,74.23,11.35,6.94,0.27,1.34,0,70.23,5.99,3.35,1,26.57,52.5,2788432,53113,3590242,2955417,319485,44.55,461,446,441,,,,,434,,,396,420,427,,,,,,,445.7781,414.305,78.48,11.94,5.25,6.96,50.52,49.48,3.41,86363,84571,7721,7784,8.940171,0.092041,90.66,2.703704,68.98055,6.618739,4.088326,12.55869,15.90492,-6.964747,90.38022,0.2797852,1.486381,1.217322,97.32459,-28.34404,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-1.948633,-8.478344,197.4091,_12,1457
MILLS E GODWIN MIDDLE,PRINCE WILLIAM CO PBLC SCHS,_12,"14800 Darbydale Av, Woodbridge, VA 22193",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=14800+Darbydale+Av%2C+Woodbridge%2C+VA+22193,Principal: Ms. Jehovanni  Mitchell,(703) 670-6166,Fully Accredited,3,2,1,4,1,5,1,41,57,3,34,65,1,41,56,1,4,0,833,14800 Darbydale Av,WOODBRIDGE,VA,USA,0,0,5.103E11,5.103E11,5103130,1307,14800 DARBYDALE AV,WOODBRIDGE,22193,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,,,,1,,,,2,32,236,161,71,2,29,533,70,0,206,2,35,206,155,74,2,50,524,46,0,170,64.5,56.5,9.5,1,,1057,50.43,49.57,4,67,442,316,145,4,79,0,376,0.38,6.34,41.82,29.9,13.72,0.38,7.47,0,35.57,14.73,1.55,0,26,58,3372259,58142,4430507,3372259,450131,40.31,,,,463,459,472,,,431,,,,,412,379,442,464,,494,454.0974,417.5447,57.61,29.97,6.44,13.82,50.79,49.21,8.41,86363,84571,7721,7784,8.940171,0.092041,83.72,1.390244,87.5969,6.96319,4.166665,16.3876,15.90492,-6.964747,90.38022,-6.660217,1.486381,-0.0961373,97.32459,-9.727692,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,46.38673,0.6695719,67.75092,_12,1449
HERBERT J SAUNDERS MIDDLE,PRINCE WILLIAM CO PBLC SCHS,_12,"14800 Darbydale Av, Woodbridge, VA 22193",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=14800+Darbydale+Av%2C+Woodbridge%2C+VA+22193,Principal: Sheila Huckestein,(703) 670-9188,Fully Accredited,0,2,1,4,1,5,1,24,75,1,34,65,1,41,56,1,5,1,860,14800 Darbydale Av,WOODBRIDGE,VA,USA,0,0,5.103E11,5.103E11,5103130,1951,13557 SPRIGGS RD,MANASSAS,20112,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,0,23,128,155,203,0,59,568,115,0,80,2,35,128,116,170,2,59,512,37,2,83,65.65,63.65,4,1,,1080,52.59,47.41,2,58,256,271,373,2,118,2,163,0.19,5.37,23.7,25.09,34.54,0.19,10.93,0.19,15.09,6.09,1.52,0,42,57,3601819,63190,4693247,3627420,305668,63.98,,,,472,469,493,,,436,,,,,434,380,422,471,,,466.071,403.7268,25.42,25.05,5.27,34.57,52.68,47.32,11.83,86363,84571,7721,7784,8.940171,0.092041,92.39,3.125,96.95354,6.984716,4.184338,16.45088,15.90492,-6.964747,90.38022,2.009781,1.486381,1.638619,97.32459,-0.371048,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-13.99762,-11.41257,2.584255,_12,1474
FEATHERSTONE ELEM,PRINCE WILLIAM CO PBLC SCHS,_12,"14805 Blackburn Rd, Woodbridge, VA 22191",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=14805+Blackburn+Rd%2C+Woodbridge%2C+VA+22191,Principal: Mr. Felicia Norwood,(703) 491-1156,Fully Accredited,0,2,1,4,1,5,1,29,67,2,34,65,1,41,56,1,,,863,14805 Blackburn Rd,WOODBRIDGE,VA,USA,0,0,5.103E11,5.103E11,5103130,1296,14805 BLACKBURN RD,WOODBRIDGE,22191,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,2,20,158,41,32,0,20,273,40,0,167,2,20,158,23,20,0,17,240,13,0,167,37,27,0,2,,513,53.22,46.78,4,40,316,64,52,0,37,0,334,0.78,7.8,61.6,12.48,10.14,0,7.21,0,65.11,0,5.41,1,24.5,38,2161650,56886,2779999,2282820,193586,66.22,479,463,462,,,,,458,,,410,424,439,,,,,,,465.1559,424.3827,70.6,13.35,7.54,9.86,53.19,46.81,4.84,86363,84571,7721,7784,8.940171,0.092041,94.59,2.310345,72.97298,6.240276,3.610918,13.86487,15.90492,-6.964747,90.38022,4.209778,1.486381,0.8239638,97.32459,-24.35162,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-29.32004,-5.738699,169.6029,_12,1439
RIPPON MIDDLE,PRINCE WILLIAM CO PBLC SCHS,_12,"15101 Blackburn Rd, Woodbridge, VA 22191",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=15101+Blackburn+Rd%2C+Woodbridge%2C+VA+22191,Principal: Ms. Gail Stone,(703) 491-2171,Fully Accredited,1,2,1,4,1,5,1,35,60,4,34,65,1,41,56,1,4,0,828,15101 Blackburn Rd,WOODBRIDGE,VA,USA,0,0,5.103E11,5.103E11,5103130,1319,15101 BLACKBURN RD,WOODBRIDGE,22191,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,,,,1,,,,5,44,185,206,68,2,32,542,88,0,179,2,35,143,191,62,2,41,476,43,0,122,66.6,61,5,6,,1018,53.24,46.76,7,79,328,397,130,4,73,0,301,0.69,7.76,32.22,39,12.77,0.39,7.17,0,29.57,7.51,9.01,0,36.8,58,3389099,58433,4403193,3389099,382048,55.26,,,,461,462,465,,,428,,,,,418,388,420,468,,,451.9484,406.4397,49.66,39.55,7.77,12.73,53.55,46.45,10.2,86363,84571,7721,7784,8.940171,0.092041,83.48,1.714286,91.59159,6.925595,4.198705,15.28528,15.90492,-6.964747,90.38022,-6.900223,1.486381,0.2279046,97.32459,-5.733002,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,48.05831,-1.587298,39.92891,_12,1459
FREEDOM HIGH,PRINCE WILLIAM CO PBLC SCHS,_12,"15201 Neabsco Mills Rd., Woodbridge, VA 22191",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=15201+Neabsco+Mills+Rd.%2C+Woodbridge%2C+VA+22191,Principal: Inez Bryant,(703) 583-1405,Provisionally Accredited - Graduation Rate,0,2,1,4,1,5,1,30,67,3,34,65,1,41,56,1,5,2,4010,15201 Neabsco Mills Rd.,WOODBRIDGE,VA,USA,0,0,5.103E11,5.103E11,5103130,2458,15201 NEABSCO MILLS RD.,WOODBRIDGE,22191,,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,,,,1,1,13,0,5,59,521,317,98,5,47,1052,205,2,314,5,44,395,239,74,2,59,818,82,0,227,116.87,108.87,4.5,5,5,1870,56.26,43.74,10,103,916,556,172,7,106,2,541,0.53,5.51,48.98,29.73,9.2,0.37,5.67,0.11,28.93,3.85,4.28,0,70.57,97.5,5506698,56479,7635874,5524352,640042,60.38,,,,,,392,457,,,451,,,,,,,399,406,405,453.9937,402.9157,54.93,29.96,5.36,9.23,57.04,42.96,12.84,86363,84571,7721,7784,8.940171,0.092041,91.87,2.233333,93.15479,7.533694,4.761062,16.00068,15.90492,-6.964747,90.38022,1.489784,1.486381,0.7469522,97.32459,-4.169807,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-10.37597,-5.202333,29.04166,_12,1495
