standardId,surveyYear,surveyCountry,surveyTitle,respondentGender,respondentBirthYear,qg_40,qg_41,qg_42,qg_43_ag_310,qg_43_ag_311,qg_43_ag_312,qg_43_ag_313,qg_43_ag_314,qg_43_ag_315,qg_43_ag_316,qg_45,qg_46,qg_47,qg_48,qg_49,qg_69,qg_70,qg_71,qg_72,qg_73,qg_74,qg_75,qg_76,qg_77,qg_78,qg_79,qg_80,qg_81,qg_84,qg_85
25722,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,45-54,Syria will not comply with the agreement,"Yes, with congressional approval",No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,Establishment of no-fly zones,Air strikes against Syrian government forces,,,,Yes,No,About the right amount,Decrease the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
23954,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,35-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10576,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12077,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, regardless of UN or congressional approval",No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,Establishment of no-fly zones,Air strikes against Syrian government forces,Intervention with ground forces,,,No,No,Too little,Decrease the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
12500,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,Don't know,"Yes, with UN authorization and congressional approval",No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,Air strikes against Syrian government forces,,,,Yes,Don't know,Too much,Have no impact on the national security of the United States,Don't know,,,,,,,,,,,,,,,
25541,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,45-54,Syria will not comply with the agreement,No,No,Further economic sanctions against the Syrian government,,,,,,,No,No,Too much,Enhance the national security of the United States,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
23261,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,45-54,Don't know,No,No,,,Establishment of no-fly zones,,,,,No,No,Too much,Enhance the national security of the United States,Don't know,,,,,,,,,,,,,,,
20228,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,,,,,,Yes,No,Too much,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
25134,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,"Syria will comply by June 30, 2014","Yes, with UN authorization and congressional approval",No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,Establishment of no-fly zones,,,,,No,No,About the right amount,Enhance the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
25777,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,45-54,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,,,,,,Yes,No,About the right amount,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
22753,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,Syria will not comply with the agreement,No,No,,,,,,,,Yes,Don't know,About the right amount,Don't know,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
20119,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,Syria will not comply with the agreement,No,No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,,,Yes,No,Too much,Have no impact on the national security of the United States,Other: (specify),,,,,,,,,,,,,,,
24814,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,Syria will not comply with the agreement,No,No,Further economic sanctions against the Syrian government,,,,,,,Yes,No,Too much,Have no impact on the national security of the United States,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
25768,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20143,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization and congressional approval",No,Further economic sanctions against the Syrian government,,,,,,,Don't know,Don't know,Too much,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
20654,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,Syria will not comply with the agreement,No,No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,Establishment of no-fly zones,,,,,No,Don't know,Too much,Have no impact on the national security of the United States,Other: (specify),,,,,,,,,,,,,,,
24212,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,Syria will not comply with the agreement,No,No,,,,,,,No further action is needed,No,Yes,Don't know,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
11135,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,Syria will not comply with the agreement,No,No,,,,,,,No further action is needed,No,Yes,Don't know,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
25577,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,Syria will not comply with the agreement,No,No,Further economic sanctions against the Syrian government,,,,,,,No,No,Too much,Enhance the national security of the United States,Other: (specify),,,,,,,,,,,,,,,
25140,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with congressional approval",No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,Establishment of no-fly zones,Air strikes against Syrian government forces,,,,Yes,Don't know,Too much,Have no impact on the national security of the United States,Don't know,,,,,,,,,,,,,,,
10461,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",Don't know,Don't know,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,,,No,Don't know,Too much,Have no impact on the national security of the United States,Other: (specify),,,,,,,,,,,,,,,
24797,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,,,Establishment of no-fly zones,,,,,No,Don't know,Too much,Enhance the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
25605,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,35-44,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, regardless of UN or congressional approval",No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,Air strikes against Syrian government forces,,,,No,No,Too much,Have no impact on the national security of the United States,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
26089,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization and congressional approval",No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,,,No,No,Too little,Decrease the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
23638,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,,,,,,No,No,Too much,Have no impact on the national security of the United States,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
25961,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,Syria will not comply with the agreement,"Yes, with UN authorization and congressional approval",No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,,,Yes,Don't know,About the right amount,Decrease the national security of the United States,Don't know,,,,,,,,,,,,,,,
25120,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with congressional approval",No,,Supplying additional arms to opposition forces in Syria,Establishment of no-fly zones,,,,,Don't know,No,Too much,Enhance the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
25835,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization and congressional approval",No,Further economic sanctions against the Syrian government,,,,,,,Don't know,Don't know,Too much,Have no impact on the national security of the United States,Other: (specify),,,,,,,,,,,,,,,
10835,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,65 and up,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,,,,,,Yes,No,Too much,Enhance the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
25891,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will comply by June 30, 2014",No,No,,,,,,,No further action is needed,Yes,Don't know,Too much,Enhance the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
24817,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization and congressional approval",No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,,,Don't know,No,Too much,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
21046,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization and congressional approval",Don't know,Further economic sanctions against the Syrian government,,,,,,,No,Don't know,Too much,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
25513,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,Syria will not comply with the agreement,"Yes, with UN authorization",No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,Establishment of no-fly zones,Air strikes against Syrian government forces,,,,Don't know,No,Don't know,Don't know,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
25404,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,55-64,"Syria will comply by June 30, 2014","Yes, with UN authorization",No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,Other: (specify)|Diplomatic efforts to persuade Russians and others to exert pressure on Syrian regime.,,Yes,No,Don't know,Don't know,Other: (specify),,,,,,,,,,,,,,,
10775,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,,,,,,No,Don't know,Too much,Enhance the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
22422,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization",Don't know,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,Air strikes against Syrian government forces,,,,Yes,No,Too much,Enhance the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
26085,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,45-54,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,,,,,,Don't know,Don't know,Too much,Have no impact on the national security of the United States,Don't know,,,,,,,,,,,,,,,
24958,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,,,,,,Yes,No,Too much,Enhance the national security of the United States,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
25932,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,"Syria will comply by June 30, 2014",No,No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,,,Yes,Yes,Too much,Don't know,Stable government representing pro-Russian groups (unified Ukraine),,,,,,,,,,,,,,,
12349,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24070,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with congressional approval",No,,,Establishment of no-fly zones,Air strikes against Syrian government forces,Intervention with ground forces,,,Don't know,No,About the right amount,Don't know,Don't know,,,,,,,,,,,,,,,
25723,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,65 and up,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,,,,,,,No further action is needed,No,No,Too much,Have no impact on the national security of the United States,Partition into two states,,,,,,,,,,,,,,,
25531,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",Don't know,No,Further economic sanctions against the Syrian government,,,,,"Other: (specify)|threaten to use force, contain civil war as much as possible, reduce Iranian influence. ",,Yes,Don't know,Too much,Have no impact on the national security of the United States,Other: (specify),,,,,,,,,,,,,,,
12548,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,Syria will not comply with the agreement,No,No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,Air strikes against Syrian government forces,,,,Yes,Yes,Too much,Decrease the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
21484,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,,,,,,Yes,No,Too much,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
25141,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,45-54,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,,,,Air strikes against Syrian government forces,,,,Yes,No,Too much,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
21329,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,Syria will not comply with the agreement,"Yes, with UN authorization and congressional approval",No,,,Establishment of no-fly zones,,,,,Don't know,Don't know,Too much,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
21463,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,,,,,,Yes,No,About the right amount,Decrease the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
25587,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10631,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,20-34,Syria will not comply with the agreement,No,No,Further economic sanctions against the Syrian government,,,,,,,Don't know,No,About the right amount,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
25285,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,,,,,,No,No,Too much,Enhance the national security of the United States,Don't know,,,,,,,,,,,,,,,
24268,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, regardless of UN or congressional approval",No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,Air strikes against Syrian government forces,,,,Yes,Don't know,Too much,Don't know,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
23586,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,45-54,"Syria will comply by June 30, 2014","Yes, with UN authorization and congressional approval",No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,,,,,,Yes,No,Too much,Have no impact on the national security of the United States,Don't know,,,,,,,,,,,,,,,
22452,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will comply by June 30, 2014","Yes, regardless of UN or congressional approval",No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,Establishment of no-fly zones,Air strikes against Syrian government forces,Intervention with ground forces,,,Yes,No,Too much,Enhance the national security of the United States,Partition into two states,,,,,,,,,,,,,,,
24451,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,65 and up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25671,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,,,,,,Other: (specify)|investigate why deadline not met.,,Yes,Don't know,Too much,Enhance the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
25239,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,35-44,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization and congressional approval",No,Further economic sanctions against the Syrian government,,,Air strikes against Syrian government forces,,,,Yes,No,Too much,Enhance the national security of the United States,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
21727,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21538,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization",Yes,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,,,No,Don't know,Too much,Enhance the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
23183,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,65 and up,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,Establishment of no-fly zones,Air strikes against Syrian government forces,,,,Yes,Don't know,About the right amount,Have no impact on the national security of the United States,Don't know,,,,,,,,,,,,,,,
20868,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,,,Yes,No,Too much,Enhance the national security of the United States,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
25221,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,45-54,"Syria will comply by June 30, 2014","Yes, with UN authorization and congressional approval",No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,Air strikes against Syrian government forces,,,,Don't know,No,About the right amount,Have no impact on the national security of the United States,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
10691,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,20-34,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,Establishment of no-fly zones,Air strikes against Syrian government forces,,,,No,No,Too much,Have no impact on the national security of the United States,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
25837,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization and congressional approval",No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,Air strikes against Syrian government forces,,,,No,Yes,Too little,Decrease the national security of the United States,Other: (specify),,,,,,,,,,,,,,,
10894,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,Syria will not comply with the agreement,No,No,Further economic sanctions against the Syrian government,,,,,,,No,Don't know,Too little,Decrease the national security of the United States,Other: (specify),,,,,,,,,,,,,,,
23548,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,35-44,"Syria will comply by June 30, 2014",No,No,Further economic sanctions against the Syrian government,,,,,,,Yes,No,Too much,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
25449,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,45-54,"Syria will comply by June 30, 2014",No,No,Further economic sanctions against the Syrian government,,,,,,,No,No,About the right amount,Enhance the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
25732,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,55-64,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization",No,Further economic sanctions against the Syrian government,,,Air strikes against Syrian government forces,,,,Yes,Don't know,Too much,Enhance the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
25327,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,45-54,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization and congressional approval",Don't know,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,Establishment of no-fly zones,Air strikes against Syrian government forces,,Other: (specify)|Work under the mandate of R2P as the rationale for global response,,Yes,Don't know,Too much,Enhance the national security of the United States,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
20346,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,"Syria will comply by June 30, 2014",No,No,Further economic sanctions against the Syrian government,,,,,,,Yes,Don't know,Too much,Don't know,Stable government representing pro-Russian groups (unified Ukraine),,,,,,,,,,,,,,,
23751,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,45-54,Syria will not comply with the agreement,"Yes, with UN authorization",No,,Supplying additional arms to opposition forces in Syria,,,,,,Yes,Don't know,Too much,Have no impact on the national security of the United States,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
11207,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,45-54,"Syria will comply by June 30, 2014","Yes, with UN authorization",No,,,Establishment of no-fly zones,Air strikes against Syrian government forces,,,,Yes,No,Too much,Have no impact on the national security of the United States,Other: (specify),,,,,,,,,,,,,,,
25111,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization and congressional approval",No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,,Air strikes against Syrian government forces,,,,Yes,No,About the right amount,Enhance the national security of the United States,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
20743,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,Syria will not comply with the agreement,"Yes, with UN authorization and congressional approval",No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,,,Yes,No,About the right amount,Enhance the national security of the United States,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
25861,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,Syria will not comply with the agreement,"Yes, with UN authorization and congressional approval",No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,Establishment of no-fly zones,,,,,Yes,No,Too little,Decrease the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
22285,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,Syria will not comply with the agreement,"Yes, with UN authorization and congressional approval",No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,Establishment of no-fly zones,,,,,Yes,No,Too little,Decrease the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
25168,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,65 and up,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization and congressional approval",No,Further economic sanctions against the Syrian government,,,,,,,Yes,Don't know,About the right amount,Don't know,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
25790,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,45-54,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,,,Don't know,Don't know,Too much,Have no impact on the national security of the United States,Other: (specify),,,,,,,,,,,,,,,
20247,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,,,,,,Yes,No,Too much,Have no impact on the national security of the United States,Other: (specify),,,,,,,,,,,,,,,
25599,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization",No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,,,Yes,No,Too much,Have no impact on the national security of the United States,Other: (specify),,,,,,,,,,,,,,,
24149,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,,,,,,Yes,Yes,Too much,Don't know,Don't know,,,,,,,,,,,,,,,
21029,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,Don't know,No,No,Further economic sanctions against the Syrian government,,,,,,,No,No,Too much,Enhance the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
22590,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization and congressional approval",No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,Establishment of no-fly zones,Air strikes against Syrian government forces,,,,Yes,Don't know,Too much,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
10390,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,45-54,Syria will not comply with the agreement,"Yes, with UN authorization",No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,,,No,No,Too much,Have no impact on the national security of the United States,Stable government representing pro-Russian groups (unified Ukraine),,,,,,,,,,,,,,,
12516,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,65 and up,"Syria will comply by June 30, 2014","Yes, with UN authorization",No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,,,No,No,Too much,Enhance the national security of the United States,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
12473,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,35-44,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,,,Yes,No,Too much,Have no impact on the national security of the United States,Other: (specify),,,,,,,,,,,,,,,
23985,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,45-54,Syria will not comply with the agreement,"Yes, with UN authorization",No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,Establishment of no-fly zones,Air strikes against Syrian government forces,,,,Yes,No,Too much,Have no impact on the national security of the United States,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
11264,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,35-44,Syria will not comply with the agreement,"Yes, with UN authorization and congressional approval",Yes,,,,,,,,Yes,Don't know,About the right amount,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
10539,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,Syria will not comply with the agreement,"Yes, with UN authorization and congressional approval",No,,,,,,,No further action is needed,No,No,Too much,Have no impact on the national security of the United States,Don't know,,,,,,,,,,,,,,,
26119,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,35-44,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,,,Yes,Yes,Too much,Enhance the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
