District,Government,Value,Revenue Type,year,Vote,Revenue Source
Kamuli District,District Government,"125,194",2a. Discretionary Government Transfers,2015/16 Proposed Budget,Vote: 517,Transfer of Urban Unconditional Grant - Wage
Kamuli District,District Government,"843,294",2a. Discretionary Government Transfers,2014/15 Approved Budget,Vote: 517,District Unconditional Grant - Non Wage
Kamuli District,District Government,"843,294",2a. Discretionary Government Transfers,2015/16 Proposed Budget,Vote: 517,District Unconditional Grant - Non Wage
Kamuli District,District Government,"2,087,849",2a. Discretionary Government Transfers,2014/15 Approved Budget,Vote: 517,Transfer of District Unconditional Grant - Wage
Kamuli District,District Government,"2,087,849",2a. Discretionary Government Transfers,2015/16 Proposed Budget,Vote: 517,Transfer of District Unconditional Grant - Wage
Kamuli District,District Government,"92,867",2a. Discretionary Government Transfers,2014/15 Approved Budget,Vote: 517,Urban Unconditional Grant - Non Wage
Kamuli District,District Government,"92,867",2a. Discretionary Government Transfers,2015/16 Proposed Budget,Vote: 517,Urban Unconditional Grant - Non Wage
Kamuli District,District Government,"2,368,645",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 517,Conditional Grant to Secondary Salaries
Kamuli District,District Government,"2,368,645",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 517,Conditional Grant to Secondary Salaries
Kamuli District,District Government,"480,869",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 517,Conditional Grant to SFG
Kamuli District,District Government,"480,869",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 517,Conditional Grant to SFG
Kamuli District,District Government,"14,000",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 517,Conditional Grant to Urban Water
Kamuli District,District Government,"14,000",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 517,Conditional Grant to Urban Water
Kamuli District,District Government,"18,723",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 517,Conditional Grant to Women Youth and Disability Grant
Kamuli District,District Government,"18,723",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 517,Conditional Grant to Women Youth and Disability Grant
Kamuli District,District Government,"665,724",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 517,Conditional transfer for Rural Water 
Kamuli District,District Government,"665,724",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 517,Conditional transfer for Rural Water 
Kamuli District,District Government,"39,089",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 517,Conditional transfers to Special Grant for PWDs
Kamuli District,District Government,"39,089",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 517,Conditional transfers to Special Grant for PWDs
Kamuli District,District Government,"1,085,808",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 517,Conditional Grant to Primary Education
Kamuli District,District Government,"1,085,808",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 517,Conditional Grant to Primary Education
Kamuli District,District Government,"120,798",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 517,Conditional transfers to Councillors allowances and Ex- Gratia for LLGs
Kamuli District,District Government,"120,798",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 517,Conditional transfers to Councillors allowances and Ex- Gratia for LLGs
Kamuli District,District Government,"58,595",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 517,Conditional transfers to DSC Operational Costs
Kamuli District,District Government,"58,595",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 517,Conditional transfers to DSC Operational Costs
Kamuli District,District Government,"148,551",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 517,Conditional transfers to Production and Marketing
Kamuli District,District Government,"148,551",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 517,Conditional transfers to Production and Marketing
Kamuli District,District Government,"37,600",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 517,Conditional Transfers for Non Wage Community Polytechnics
Kamuli District,District Government,"37,600",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 517,Conditional Transfers for Non Wage Community Polytechnics
Kamuli District,District Government,"13,234,295",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 517,Conditional Grant to Primary Salaries
Kamuli District,District Government,"13,234,295",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 517,Conditional Grant to Primary Salaries
Kamuli District,District Government,"52,969",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 517,Construction of Secondary Schools
Kamuli District,District Government,"52,969",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 517,Construction of Secondary Schools
Kamuli District,District Government,"3,420,980",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 517,Conditional Grant to PHC Salaries
Kamuli District,District Government,"3,420,980",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 517,Conditional Grant to PHC Salaries
Kamuli District,District Government,"197,404",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 517,Conditional Grant to PHC- Non wage
Kamuli District,District Government,"197,404",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 517,Conditional Grant to PHC- Non wage
Kamuli District,District Government,"105,509",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 517,Conditional Grant to PHC - development
Kamuli District,District Government,"105,509",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 517,Conditional Grant to PHC - development
Kamuli District,District Government,"69,131",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 517,Conditional Grant to PAF monitoring
Kamuli District,District Government,"69,131",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 517,Conditional Grant to PAF monitoring
Kamuli District,District Government,"581,827",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 517,Conditional Grant to NGO Hospitals
Kamuli District,District Government,"581,827",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 517,Conditional Grant to NGO Hospitals
Kamuli District,District Government,"20,526",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 517,Conditional Grant to Functional Adult Lit
Kamuli District,District Government,"20,526",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 517,Conditional Grant to Functional Adult Lit
Kamuli District,District Government,"24,523",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 517,Conditional Grant to DSC Chairs’ Salaries
Kamuli District,District Government,"24,523",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 517,Conditional Grant to DSC Chairs’ Salaries
Kamuli District,District Government,"7,353",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 517,Conditional Grant to District Natural Res. - Wetlands (Non Wage)
Kamuli District,District Government,"7,353",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 517,Conditional Grant to District Natural Res. - Wetlands (Non Wage)
Kamuli District,District Government,"131,634",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 517,Conditional Grant to District Hospitals
Kamuli District,District Government,"131,634",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 517,Conditional Grant to District Hospitals
Kamuli District,District Government,"5,200",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 517,Conditional Grant to Community Devt Assistants Non Wage
Kamuli District,District Government,"5,200",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 517,Conditional Grant to Community Devt Assistants Non Wage
Kamuli District,District Government,"43,064",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 517,Conditional Grant to Agric. Ext Salaries
Kamuli District,District Government,"43,064",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 517,Conditional Grant to Agric. Ext Salaries
Kamuli District,District Government,"250,674",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 517,Conditional Grant for NAADS
Kamuli District,District Government,"250,674",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 517,Conditional Grant for NAADS
Kamuli District,District Government,"2,897,103",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 517,Conditional Grant to Secondary Education
Kamuli District,District Government,"2,897,103",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 517,Conditional Grant to Secondary Education
Kamuli District,District Government,"198,095",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 517,NAADS (Districts) - Wage
Kamuli District,District Government,"198,095",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 517,NAADS (Districts) - Wage
Kamuli District,District Government,"63,008",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 517,Conditional transfers to School Inspection Grant
Kamuli District,District Government,"63,008",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 517,Conditional transfers to School Inspection Grant
Kamuli District,District Government,"22,000",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 517,Sanitation and Hygiene
Kamuli District,District Government,"22,000",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 517,Sanitation and Hygiene
Kamuli District,District Government,"1,029,506",2c. Other Government Transfers,2014/15 Approved Budget,Vote: 517,Roads Maintenance- Uganda Road fund
Kamuli District,District Government,"1,029,506",2c. Other Government Transfers,2015/16 Proposed Budget,Vote: 517,Roads Maintenance- Uganda Road fund
Kamuli District,District Government,"21,000",2c. Other Government Transfers,2014/15 Approved Budget,Vote: 517,UNEB (PLE Expenses)
Kamuli District,District Government,"21,000",2c. Other Government Transfers,2015/16 Proposed Budget,Vote: 517,UNEB (PLE Expenses)
Kamuli District,District Government,,2c. Other Government Transfers,2014/15 Approved Budget,Vote: 517,MoES USE enrolment verification
Kamuli District,District Government,,2c. Other Government Transfers,2015/16 Proposed Budget,Vote: 517,MoES USE enrolment verification
Kamuli District,District Government,"41,412",2c. Other Government Transfers,2014/15 Approved Budget,Vote: 517,Unspent balances - Conditional Grants
Kamuli District,District Government,,2c. Other Government Transfers,2015/16 Proposed Budget,Vote: 517,Unspent balances - Conditional Grants
Kamuli District,District Government,"88,408",2c. Other Government Transfers,2014/15 Approved Budget,Vote: 517,Unspent balances - Other Government Transfers
Kamuli District,District Government,,2c. Other Government Transfers,2015/16 Proposed Budget,Vote: 517,Unspent balances - Other Government Transfers
Kamuli District,District Government,,2c. Other Government Transfers,2014/15 Approved Budget,Vote: 517,Unspent balances - UnConditional Grants
Kamuli District,District Government,,2c. Other Government Transfers,2015/16 Proposed Budget,Vote: 517,Unspent balances - UnConditional Grants
Kamuli District,District Government,,2c. Other Government Transfers,2014/15 Approved Budget,Vote: 517,Emergency Road Fund
Kamuli District,District Government,,2c. Other Government Transfers,2015/16 Proposed Budget,Vote: 517,Emergency Road Fund
Kamuli District,District Government,,2c. Other Government Transfers,2014/15 Approved Budget,Vote: 517,Youth Livelihood Project
Kamuli District,District Government,,2c. Other Government Transfers,2015/16 Proposed Budget,Vote: 517,Youth Livelihood Project
Kamuli District,District Government,"990,622",2c. Other Government Transfers,2014/15 Approved Budget,Vote: 517,National Population and Housing Census 2014
Kamuli District,District Government,,2c. Other Government Transfers,2015/16 Proposed Budget,Vote: 517,National Population and Housing Census 2014
Kamuli District,District Government,"722,538",3. Local Development Grant,2014/15 Approved Budget,Vote: 517,LGMSD (Former LGDP)
Kamuli District,District Government,"722,538",3. Local Development Grant,2015/16 Proposed Budget,Vote: 517,LGMSD (Former LGDP)
Kamuli District,District Government,"22,080",4. Donor Funding,2014/15 Approved Budget,Vote: 517,UNICEF(BDR)
Kamuli District,District Government,,4. Donor Funding,2015/16 Proposed Budget,Vote: 517,UNICEF(BDR)
Kamuli District,District Government,"24,000",4. Donor Funding,2014/15 Approved Budget,Vote: 517,Youth Livelihood Project
Kamuli District,District Government,,4. Donor Funding,2015/16 Proposed Budget,Vote: 517,Youth Livelihood Project
Kamuli District,District Government,,4. Donor Funding,2014/15 Approved Budget,Vote: 517,WHO Polio
Kamuli District,District Government,,4. Donor Funding,2015/16 Proposed Budget,Vote: 517,WHO Polio
Kamuli District,District Government,"12,000",4. Donor Funding,2014/15 Approved Budget,Vote: 517,WHO Disease surveillance.
Kamuli District,District Government,,4. Donor Funding,2015/16 Proposed Budget,Vote: 517,WHO Disease surveillance.
Kamuli District,District Government,"220,859",4. Donor Funding,2014/15 Approved Budget,Vote: 517,Sight Savers.
Kamuli District,District Government,,4. Donor Funding,2015/16 Proposed Budget,Vote: 517,Sight Savers.
Kamuli District,District Government,"12,505",4. Donor Funding,2014/15 Approved Budget,Vote: 517,Strengthening Decentralisation for Sustainability (SDS) Grant  B
Kamuli District,District Government,,4. Donor Funding,2015/16 Proposed Budget,Vote: 517,Strengthening Decentralisation for Sustainability (SDS) Grant  B
Kamuli District,District Government,"277,941",4. Donor Funding,2014/15 Approved Budget,Vote: 517,Strengthening Decentralisation for Sustainability (SDS) Grant A
Kamuli District,District Government,,4. Donor Funding,2015/16 Proposed Budget,Vote: 517,Strengthening Decentralisation for Sustainability (SDS) Grant A
Kamuli District,District Government,"47,480",4. Donor Funding,2014/15 Approved Budget,Vote: 517,Sustainable Land Management (SLM)
Kamuli District,District Government,"10,000",4. Donor Funding,2015/16 Proposed Budget,Vote: 517,Sustainable Land Management (SLM)
Kamuli District,District Government,"4,530",4. Donor Funding,2014/15 Approved Budget,Vote: 517,Positive Living (PACE)
Kamuli District,District Government,,4. Donor Funding,2015/16 Proposed Budget,Vote: 517,Positive Living (PACE)
Kamuli District,District Government,"185,768",4. Donor Funding,2014/15 Approved Budget,Vote: 517,UNICEF (Family Health Days)
Kamuli District,District Government,,4. Donor Funding,2015/16 Proposed Budget,Vote: 517,UNICEF (Family Health Days)
Kamuli District,District Government,"111,618",4. Donor Funding,2014/15 Approved Budget,Vote: 517,Neglected Tropical Diseases(NTD.)
Kamuli District,District Government,,4. Donor Funding,2015/16 Proposed Budget,Vote: 517,Neglected Tropical Diseases(NTD.)
Kamuli District,District Government,"22,068",4. Donor Funding,2014/15 Approved Budget,Vote: 517,GAVI
Kamuli District,District Government,,4. Donor Funding,2015/16 Proposed Budget,Vote: 517,GAVI
Kamuli District,District Government,"30,000",4. Donor Funding,2014/15 Approved Budget,Vote: 517,Gender Based Violence Prevention(GBV)
Kamuli District,District Government,,4. Donor Funding,2015/16 Proposed Budget,Vote: 517,Gender Based Violence Prevention(GBV)
Kamuli District,District Government,"31,540",4. Donor Funding,2014/15 Approved Budget,Vote: 517,Global Fund (Malaria Control)
Kamuli District,District Government,,4. Donor Funding,2015/16 Proposed Budget,Vote: 517,Global Fund (Malaria Control)
Kamuli District,District Government,"9,623",4. Donor Funding,2014/15 Approved Budget,Vote: 517,HIV
Kamuli District,District Government,,4. Donor Funding,2015/16 Proposed Budget,Vote: 517,HIV
Kamuli District,District Government,"141,624",4. Donor Funding,2014/15 Approved Budget,Vote: 517,MANIFEST
Kamuli District,District Government,,4. Donor Funding,2015/16 Proposed Budget,Vote: 517,MANIFEST
Kamuli District,District Government,"24,000",4. Donor Funding,2014/15 Approved Budget,Vote: 517,Vegetable Oil Dev''t Project( VODP2)
Kamuli District,District Government,,4. Donor Funding,2015/16 Proposed Budget,Vote: 517,Vegetable Oil Dev''t Project( VODP2)
Kamuli District,District Government,,4. Donor Funding,2014/15 Approved Budget,Vote: 517,UPE Support- CAA
Kamuli District,District Government,,4. Donor Funding,2015/16 Proposed Budget,Vote: 517,UPE Support- CAA
Kamuli District,District Government,"13,852",4. Donor Funding,2014/15 Approved Budget,Vote: 517,WHO - MTRAC.
Kamuli District,District Government,,4. Donor Funding,2015/16 Proposed Budget,Vote: 517,WHO - MTRAC.
Kamwenge District,District Government,"44,000",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 518,Market/Gate Charges
Kamwenge District,District Government,"90,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 518,Market/Gate Charges
Kamwenge District,District Government,"5,000",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 518,Animal & Crop Husbandry related levies
Kamwenge District,District Government,"5,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 518,Animal & Crop Husbandry related levies
Kamwenge District,District Government,"3,173",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 518,Land Fees
Kamwenge District,District Government,"3,173",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 518,Land Fees
Kamwenge District,District Government,"3,500",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 518,Licence Application
Kamwenge District,District Government,"3,500",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 518,Licence Application
Kamwenge District,District Government,"25,000",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 518,Local Service Tax
Kamwenge District,District Government,"35,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 518,Local Service Tax
Kamwenge District,District Government,"5,000",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 518,Miscellaneous
Kamwenge District,District Government,"5,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 518,Miscellaneous
Kamwenge District,District Government,"46,000",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 518,Park Fees
Kamwenge District,District Government,"46,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 518,Park Fees
Kamwenge District,District Government,"35,000",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 518,Royalities
Kamwenge District,District Government,"35,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 518,Royalities
Kamwenge District,District Government,"20,000",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 518,Sale of (Produced) Government Properties/assets
Kamwenge District,District Government,"20,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 518,Sale of (Produced) Government Properties/assets
Kamwenge District,District Government,"22,300",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 518,Sale of Stationery and Bids
Kamwenge District,District Government,"22,300",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 518,Sale of Stationery and Bids
Kamwenge District,District Government,"36,000",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 518,Cess on produce
Kamwenge District,District Government,0,1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 518,Cess on produce
Kamwenge District,District Government,"10,890",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 518,Local Hotel Tax
Kamwenge District,District Government,"10,800",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 518,Local Hotel Tax
Kamwenge District,District Government,"54,000",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 518,Business licences
Kamwenge District,District Government,"60,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 518,Business licences
Kamwenge District,District Government,"195,000",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 518,Voluntary Transfers
Kamwenge District,District Government,"195,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 518,Voluntary Transfers
Kamwenge District,District Government,"762,125",2a. Discretionary Government Transfers,2014/15 Approved Budget,Vote: 518,District Unconditional Grant - Non Wage
Kamwenge District,District Government,"762,125",2a. Discretionary Government Transfers,2015/16 Proposed Budget,Vote: 518,District Unconditional Grant - Non Wage
Kamwenge District,District Government,"125,194",2a. Discretionary Government Transfers,2014/15 Approved Budget,Vote: 518,Transfer of Urban Unconditional Grant - Wage
Kamwenge District,District Government,"125,194",2a. Discretionary Government Transfers,2015/16 Proposed Budget,Vote: 518,Transfer of Urban Unconditional Grant - Wage
Kamwenge District,District Government,"79,465",2a. Discretionary Government Transfers,2014/15 Approved Budget,Vote: 518,Urban Unconditional Grant - Non Wage
Kamwenge District,District Government,"79,465",2a. Discretionary Government Transfers,2015/16 Proposed Budget,Vote: 518,Urban Unconditional Grant - Non Wage
Kamwenge District,District Government,"1,316,721",2a. Discretionary Government Transfers,2014/15 Approved Budget,Vote: 518,Transfer of District Unconditional Grant - Wage
Kamwenge District,District Government,"1,316,721",2a. Discretionary Government Transfers,2015/16 Proposed Budget,Vote: 518,Transfer of District Unconditional Grant - Wage
Kamwenge District,District Government,"1,397,463",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 518,Conditional Grant to Secondary Salaries
Kamwenge District,District Government,"1,397,463",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 518,Conditional Grant to Secondary Salaries
Kamwenge District,District Government,"288,944",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 518,Conditional Grant to SFG
Kamwenge District,District Government,"288,944",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 518,Conditional Grant to SFG
Kamwenge District,District Government,"7,321,055",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 518,Conditional Grant to Primary Salaries
Kamwenge District,District Government,"7,321,055",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 518,Conditional Grant to Primary Salaries
Kamwenge District,District Government,"603,601",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 518,Conditional Grant to Tertiary Salaries
Kamwenge District,District Government,"603,601",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 518,Conditional Grant to Tertiary Salaries
Kamwenge District,District Government,"692,795",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 518,Conditional Grant to Primary Education
Kamwenge District,District Government,"692,795",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 518,Conditional Grant to Primary Education
Kamwenge District,District Government,"1,351,353",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 518,Conditional Grant to PHC Salaries
Kamwenge District,District Government,"1,351,353",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 518,Conditional Grant to PHC Salaries
Kamwenge District,District Government,"187,496",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 518,Conditional Grant to PHC- Non wage
Kamwenge District,District Government,"187,496",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 518,Conditional Grant to PHC- Non wage
Kamwenge District,District Government,"12,000",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 518,Conditional Grant to Urban Water
Kamwenge District,District Government,"12,000",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 518,Conditional Grant to Urban Water
Kamwenge District,District Government,"1,098,567",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 518,Conditional Grant to Secondary Education
Kamwenge District,District Government,"1,098,567",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 518,Conditional Grant to Secondary Education
Kamwenge District,District Government,"48,271",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 518,Conditional Grant to PAF monitoring
Kamwenge District,District Government,"48,271",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 518,Conditional Grant to PAF monitoring
Kamwenge District,District Government,"3,929",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 518,Conditional Grant to Community Devt Assistants Non Wage
Kamwenge District,District Government,"3,929",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 518,Conditional Grant to Community Devt Assistants Non Wage
Kamwenge District,District Government,"54,540",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 518,Conditional Grant to NGO Hospitals
Kamwenge District,District Government,"54,540",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 518,Conditional Grant to NGO Hospitals
Kamwenge District,District Government,"14,149",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 518,Conditional Grant to Women Youth and Disability Grant
Kamwenge District,District Government,"14,149",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 518,Conditional Grant to Women Youth and Disability Grant
Kamwenge District,District Government,"15,512",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 518,Conditional Grant to Functional Adult Lit
Kamwenge District,District Government,"15,512",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 518,Conditional Grant to Functional Adult Lit
Kamwenge District,District Government,"24,523",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 518,Conditional Grant to DSC Chairs’ Salaries
Kamwenge District,District Government,"24,523",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 518,Conditional Grant to DSC Chairs’ Salaries
Kamwenge District,District Government,"7,232",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 518,Conditional Grant to District Natural Res. - Wetlands (Non Wage)
Kamwenge District,District Government,"7,232",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 518,Conditional Grant to District Natural Res. - Wetlands (Non Wage)
Kamwenge District,District Government,"231,945",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 518,Conditional Grant for NAADS
Kamwenge District,District Government,"231,945",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 518,Conditional Grant for NAADS
Kamwenge District,District Government,"45,379",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 518,Conditional Grant to Agric. Ext Salaries
Kamwenge District,District Government,"45,379",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 518,Conditional Grant to Agric. Ext Salaries
Kamwenge District,District Government,"187,443",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 518,Conditional Grant to PHC - development
Kamwenge District,District Government,"187,443",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 518,Conditional Grant to PHC - development
Kamwenge District,District Government,"29,541",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 518,Conditional transfers to Special Grant for PWDs
Kamwenge District,District Government,"29,541",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 518,Conditional transfers to Special Grant for PWDs
Kamwenge District,District Government,"160,984",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 518,Conditional Transfers for Non Wage Technical & Farm Schools
Kamwenge District,District Government,"160,984",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 518,Conditional Transfers for Non Wage Technical & Farm Schools
Kamwenge District,District Government,"201,109",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 518,Conditional Transfers for Non Wage Technical Institutes
Kamwenge District,District Government,"201,109",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 518,Conditional Transfers for Non Wage Technical Institutes
Kamwenge District,District Government,"107,077",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 518,Conditional transfers to Councillors allowances and Ex- Gratia for LLGs
Kamwenge District,District Government,"107,077",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 518,Conditional transfers to Councillors allowances and Ex- Gratia for LLGs
Kamwenge District,District Government,"97,029",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 518,Conditional transfers to Production and Marketing
Kamwenge District,District Government,"97,029",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 518,Conditional transfers to Production and Marketing
Kamwenge District,District Government,"22,000",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 518,Sanitation and Hygiene
Kamwenge District,District Government,"22,000",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 518,Sanitation and Hygiene
Kamwenge District,District Government,"52,210",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 518,Conditional transfers to School Inspection Grant
Kamwenge District,District Government,"52,210",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 518,Conditional transfers to School Inspection Grant
Kamwenge District,District Government,"226,595",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 518,NAADS (Districts) - Wage
Kamwenge District,District Government,"226,595",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 518,NAADS (Districts) - Wage
Kamwenge District,District Government,"36,897",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 518,Conditional transfers to DSC Operational Costs
Kamwenge District,District Government,"36,897",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 518,Conditional transfers to DSC Operational Costs
Kamwenge District,District Government,"372,291",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 518,Conditional transfer for Rural Water 
Kamwenge District,District Government,"372,291",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 518,Conditional transfer for Rural Water 
Kamwenge District,District Government,"601,188",2c. Other Government Transfers,2014/15 Approved Budget,Vote: 518,Road Maintenance (URF)
