Revenue/Expenditure,Budget Type,District,Government,Value,Workplan,Year,Vote,Revenue Source
Expenditure,Recurrent Expenditure,Moroto Municipal Council,District Government,"308,724",Workplan 5: Health,2015/16 Proposed Budget,Vote: 762,Wage
Expenditure,Recurrent Expenditure,Moroto Municipal Council,District Government,"38,481",Workplan 5: Health,2014/15 Approved Budget,Vote: 762,Non Wage
Expenditure,Recurrent Expenditure,Moroto Municipal Council,District Government,"38,481",Workplan 5: Health,2015/16 Proposed Budget,Vote: 762,Non Wage
Expenditure,Development Expenditure,Moroto Municipal Council,District Government,"240,903",Workplan 5: Health,2014/15 Approved Budget,Vote: 762,Domestic Development
Expenditure,Development Expenditure,Moroto Municipal Council,District Government,"205,557",Workplan 5: Health,2015/16 Proposed Budget,Vote: 762,Domestic Development
Expenditure,Development Expenditure,Moroto Municipal Council,District Government,0,Workplan 5: Health,2014/15 Approved Budget,Vote: 762,Donor Development
Expenditure,Development Expenditure,Moroto Municipal Council,District Government,0,Workplan 5: Health,2015/16 Proposed Budget,Vote: 762,Donor Development
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"23,489",Workplan 6: Education,2014/15 Approved Budget,Vote: 762,Conditional Grant to Primary Education
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"23,489",Workplan 6: Education,2015/16 Proposed Budget,Vote: 762,Conditional Grant to Primary Education
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"309,894",Workplan 6: Education,2014/15 Approved Budget,Vote: 762,Conditional Grant to Primary Salaries
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"309,894",Workplan 6: Education,2015/16 Proposed Budget,Vote: 762,Conditional Grant to Primary Salaries
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"195,941",Workplan 6: Education,2014/15 Approved Budget,Vote: 762,Conditional Grant to Secondary Education
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"195,941",Workplan 6: Education,2015/16 Proposed Budget,Vote: 762,Conditional Grant to Secondary Education
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"206,622",Workplan 6: Education,2014/15 Approved Budget,Vote: 762,Conditional Grant to Secondary Salaries
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"206,622",Workplan 6: Education,2015/16 Proposed Budget,Vote: 762,Conditional Grant to Secondary Salaries
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"664,467",Workplan 6: Education,2014/15 Approved Budget,Vote: 762,Conditional Grant to Tertiary Salaries
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"664,467",Workplan 6: Education,2015/16 Proposed Budget,Vote: 762,Conditional Grant to Tertiary Salaries
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"6,401",Workplan 6: Education,2014/15 Approved Budget,Vote: 762,Conditional transfers to School Inspection Grant
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"6,401",Workplan 6: Education,2015/16 Proposed Budget,Vote: 762,Conditional transfers to School Inspection Grant
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"7,600",Workplan 6: Education,2014/15 Approved Budget,Vote: 762,Locally Raised Revenues
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"7,600",Workplan 6: Education,2015/16 Proposed Budget,Vote: 762,Locally Raised Revenues
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"6,080",Workplan 6: Education,2014/15 Approved Budget,Vote: 762,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"6,080",Workplan 6: Education,2015/16 Proposed Budget,Vote: 762,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"28,058",Workplan 6: Education,2014/15 Approved Budget,Vote: 762,Transfer of Urban Unconditional Grant - Wage
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"28,058",Workplan 6: Education,2015/16 Proposed Budget,Vote: 762,Transfer of Urban Unconditional Grant - Wage
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"2,373",Workplan 6: Education,2014/15 Approved Budget,Vote: 762,Urban Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"2,373",Workplan 6: Education,2015/16 Proposed Budget,Vote: 762,Urban Unconditional Grant - Non Wage
Revenue,Development Revenues,Moroto Municipal Council,District Government,"196,128",Workplan 6: Education,2014/15 Approved Budget,Vote: 762,Conditional Grant to SFG
Revenue,Development Revenues,Moroto Municipal Council,District Government,"196,128",Workplan 6: Education,2015/16 Proposed Budget,Vote: 762,Conditional Grant to SFG
Revenue,Development Revenues,Moroto Municipal Council,District Government,"15,441",Workplan 6: Education,2014/15 Approved Budget,Vote: 762,Unspent balances - Conditional Grants
Revenue,Development Revenues,Moroto Municipal Council,District Government,,Workplan 6: Education,2015/16 Proposed Budget,Vote: 762,Unspent balances - Conditional Grants
Expenditure,Recurrent Expenditure,Moroto Municipal Council,District Government,"1,209,041",Workplan 6: Education,2014/15 Approved Budget,Vote: 762,Wage
Expenditure,Recurrent Expenditure,Moroto Municipal Council,District Government,"1,209,041",Workplan 6: Education,2015/16 Proposed Budget,Vote: 762,Wage
Expenditure,Recurrent Expenditure,Moroto Municipal Council,District Government,"241,883",Workplan 6: Education,2014/15 Approved Budget,Vote: 762,Non Wage
Expenditure,Recurrent Expenditure,Moroto Municipal Council,District Government,"241,883",Workplan 6: Education,2015/16 Proposed Budget,Vote: 762,Non Wage
Expenditure,Development Expenditure,Moroto Municipal Council,District Government,"211,569",Workplan 6: Education,2014/15 Approved Budget,Vote: 762,Domestic Development
Expenditure,Development Expenditure,Moroto Municipal Council,District Government,"196,128",Workplan 6: Education,2015/16 Proposed Budget,Vote: 762,Domestic Development
Expenditure,Development Expenditure,Moroto Municipal Council,District Government,0,Workplan 6: Education,2014/15 Approved Budget,Vote: 762,Donor Development
Expenditure,Development Expenditure,Moroto Municipal Council,District Government,0,Workplan 6: Education,2015/16 Proposed Budget,Vote: 762,Donor Development
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"1,649",Workplan 7a: Roads and Engineering,2014/15 Approved Budget,Vote: 762,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"1,649",Workplan 7a: Roads and Engineering,2015/16 Proposed Budget,Vote: 762,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"30,548",Workplan 7a: Roads and Engineering,2014/15 Approved Budget,Vote: 762,Transfer of Urban Unconditional Grant - Wage
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"30,548",Workplan 7a: Roads and Engineering,2015/16 Proposed Budget,Vote: 762,Transfer of Urban Unconditional Grant - Wage
Revenue,Development Revenues,Moroto Municipal Council,District Government,663,Workplan 7a: Roads and Engineering,2014/15 Approved Budget,Vote: 762,LGMSD (Former LGDP)
Revenue,Development Revenues,Moroto Municipal Council,District Government,663,Workplan 7a: Roads and Engineering,2015/16 Proposed Budget,Vote: 762,LGMSD (Former LGDP)
Revenue,Development Revenues,Moroto Municipal Council,District Government,"1,000",Workplan 7a: Roads and Engineering,2014/15 Approved Budget,Vote: 762,Locally Raised Revenues
Revenue,Development Revenues,Moroto Municipal Council,District Government,"1,000",Workplan 7a: Roads and Engineering,2015/16 Proposed Budget,Vote: 762,Locally Raised Revenues
Revenue,Development Revenues,Moroto Municipal Council,District Government,"649,660",Workplan 7a: Roads and Engineering,2014/15 Approved Budget,Vote: 762,Other Transfers from Central Government
Revenue,Development Revenues,Moroto Municipal Council,District Government,"649,660",Workplan 7a: Roads and Engineering,2015/16 Proposed Budget,Vote: 762,Other Transfers from Central Government
Revenue,Development Revenues,Moroto Municipal Council,District Government,"31,478",Workplan 7a: Roads and Engineering,2014/15 Approved Budget,Vote: 762,Roads Rehabilitation Grant
Revenue,Development Revenues,Moroto Municipal Council,District Government,"31,478",Workplan 7a: Roads and Engineering,2015/16 Proposed Budget,Vote: 762,Roads Rehabilitation Grant
Revenue,Development Revenues,Moroto Municipal Council,District Government,"60,000",Workplan 7a: Roads and Engineering,2014/15 Approved Budget,Vote: 762,Uganda Support to Municipal Infrastructure Developm
Revenue,Development Revenues,Moroto Municipal Council,District Government,"60,000",Workplan 7a: Roads and Engineering,2015/16 Proposed Budget,Vote: 762,Uganda Support to Municipal Infrastructure Developm
Revenue,Development Revenues,Moroto Municipal Council,District Government,"1,770",Workplan 7a: Roads and Engineering,2014/15 Approved Budget,Vote: 762,Unspent balances - Other Government Transfers
Revenue,Development Revenues,Moroto Municipal Council,District Government,,Workplan 7a: Roads and Engineering,2015/16 Proposed Budget,Vote: 762,Unspent balances - Other Government Transfers
Revenue,Development Revenues,Moroto Municipal Council,District Government,"17,958",Workplan 7a: Roads and Engineering,2014/15 Approved Budget,Vote: 762,Urban Equalisation Grant 
Revenue,Development Revenues,Moroto Municipal Council,District Government,"17,958",Workplan 7a: Roads and Engineering,2015/16 Proposed Budget,Vote: 762,Urban Equalisation Grant 
Expenditure,Recurrent Expenditure,Moroto Municipal Council,District Government,"30,548",Workplan 7a: Roads and Engineering,2014/15 Approved Budget,Vote: 762,Wage
Expenditure,Recurrent Expenditure,Moroto Municipal Council,District Government,"30,548",Workplan 7a: Roads and Engineering,2015/16 Proposed Budget,Vote: 762,Wage
Expenditure,Recurrent Expenditure,Moroto Municipal Council,District Government,"1,649",Workplan 7a: Roads and Engineering,2014/15 Approved Budget,Vote: 762,Non Wage
Expenditure,Recurrent Expenditure,Moroto Municipal Council,District Government,"1,649",Workplan 7a: Roads and Engineering,2015/16 Proposed Budget,Vote: 762,Non Wage
Expenditure,Development Expenditure,Moroto Municipal Council,District Government,"762,528",Workplan 7a: Roads and Engineering,2014/15 Approved Budget,Vote: 762,Domestic Development
Expenditure,Development Expenditure,Moroto Municipal Council,District Government,"760,759",Workplan 7a: Roads and Engineering,2015/16 Proposed Budget,Vote: 762,Domestic Development
Expenditure,Development Expenditure,Moroto Municipal Council,District Government,0,Workplan 7a: Roads and Engineering,2014/15 Approved Budget,Vote: 762,Donor Development
Expenditure,Development Expenditure,Moroto Municipal Council,District Government,0,Workplan 7a: Roads and Engineering,2015/16 Proposed Budget,Vote: 762,Donor Development
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"168,124",Workplan 7b: Water,2014/15 Approved Budget,Vote: 762,Locally Raised Revenues
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"168,124",Workplan 7b: Water,2015/16 Proposed Budget,Vote: 762,Locally Raised Revenues
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"15,425",Workplan 7b: Water,2014/15 Approved Budget,Vote: 762,Unspent balances - Locally Raised Revenues
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,,Workplan 7b: Water,2015/16 Proposed Budget,Vote: 762,Unspent balances - Locally Raised Revenues
Revenue,Development Revenues,Moroto Municipal Council,District Government,"39,347",Workplan 7b: Water,2014/15 Approved Budget,Vote: 762,Conditional transfer for Rural Water 
Revenue,Development Revenues,Moroto Municipal Council,District Government,"39,347",Workplan 7b: Water,2015/16 Proposed Budget,Vote: 762,Conditional transfer for Rural Water 
Expenditure,Recurrent Expenditure,Moroto Municipal Council,District Government,,Workplan 7b: Water,2014/15 Approved Budget,Vote: 762,Wage
Expenditure,Recurrent Expenditure,Moroto Municipal Council,District Government,0,Workplan 7b: Water,2015/16 Proposed Budget,Vote: 762,Wage
Expenditure,Recurrent Expenditure,Moroto Municipal Council,District Government,"183,549",Workplan 7b: Water,2014/15 Approved Budget,Vote: 762,Non Wage
Expenditure,Recurrent Expenditure,Moroto Municipal Council,District Government,"168,124",Workplan 7b: Water,2015/16 Proposed Budget,Vote: 762,Non Wage
Expenditure,Development Expenditure,Moroto Municipal Council,District Government,"39,347",Workplan 7b: Water,2014/15 Approved Budget,Vote: 762,Domestic Development
Expenditure,Development Expenditure,Moroto Municipal Council,District Government,"39,347",Workplan 7b: Water,2015/16 Proposed Budget,Vote: 762,Domestic Development
Expenditure,Development Expenditure,Moroto Municipal Council,District Government,0,Workplan 7b: Water,2014/15 Approved Budget,Vote: 762,Donor Development
Expenditure,Development Expenditure,Moroto Municipal Council,District Government,0,Workplan 7b: Water,2015/16 Proposed Budget,Vote: 762,Donor Development
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"12,431",Workplan 8: Natural Resources,2014/15 Approved Budget,Vote: 762,Conditional Grant to District Natural Res. - Wetlands (
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"12,431",Workplan 8: Natural Resources,2015/16 Proposed Budget,Vote: 762,Conditional Grant to District Natural Res. - Wetlands (
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"8,381",Workplan 8: Natural Resources,2014/15 Approved Budget,Vote: 762,Locally Raised Revenues
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"8,381",Workplan 8: Natural Resources,2015/16 Proposed Budget,Vote: 762,Locally Raised Revenues
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"2,100",Workplan 8: Natural Resources,2014/15 Approved Budget,Vote: 762,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"2,100",Workplan 8: Natural Resources,2015/16 Proposed Budget,Vote: 762,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"12,021",Workplan 8: Natural Resources,2014/15 Approved Budget,Vote: 762,Transfer of Urban Unconditional Grant - Wage
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"12,021",Workplan 8: Natural Resources,2015/16 Proposed Budget,Vote: 762,Transfer of Urban Unconditional Grant - Wage
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"2,459",Workplan 8: Natural Resources,2014/15 Approved Budget,Vote: 762,Urban Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"2,459",Workplan 8: Natural Resources,2015/16 Proposed Budget,Vote: 762,Urban Unconditional Grant - Non Wage
Revenue,Development Revenues,Moroto Municipal Council,District Government,"114,000",Workplan 8: Natural Resources,2014/15 Approved Budget,Vote: 762,Uganda Support to Municipal Infrastructure Developm
Revenue,Development Revenues,Moroto Municipal Council,District Government,"114,000",Workplan 8: Natural Resources,2015/16 Proposed Budget,Vote: 762,Uganda Support to Municipal Infrastructure Developm
Revenue,Development Revenues,Moroto Municipal Council,District Government,81,Workplan 8: Natural Resources,2014/15 Approved Budget,Vote: 762,Unspent balances - Conditional Grants
Revenue,Development Revenues,Moroto Municipal Council,District Government,,Workplan 8: Natural Resources,2015/16 Proposed Budget,Vote: 762,Unspent balances - Conditional Grants
Expenditure,Recurrent Expenditure,Moroto Municipal Council,District Government,"12,021",Workplan 8: Natural Resources,2014/15 Approved Budget,Vote: 762,Wage
Expenditure,Recurrent Expenditure,Moroto Municipal Council,District Government,"12,021",Workplan 8: Natural Resources,2015/16 Proposed Budget,Vote: 762,Wage
Expenditure,Recurrent Expenditure,Moroto Municipal Council,District Government,"25,372",Workplan 8: Natural Resources,2014/15 Approved Budget,Vote: 762,Non Wage
Expenditure,Recurrent Expenditure,Moroto Municipal Council,District Government,"25,372",Workplan 8: Natural Resources,2015/16 Proposed Budget,Vote: 762,Non Wage
Expenditure,Development Expenditure,Moroto Municipal Council,District Government,"114,081",Workplan 8: Natural Resources,2014/15 Approved Budget,Vote: 762,Domestic Development
Expenditure,Development Expenditure,Moroto Municipal Council,District Government,"114,000",Workplan 8: Natural Resources,2015/16 Proposed Budget,Vote: 762,Domestic Development
Expenditure,Development Expenditure,Moroto Municipal Council,District Government,0,Workplan 8: Natural Resources,2014/15 Approved Budget,Vote: 762,Donor Development
Expenditure,Development Expenditure,Moroto Municipal Council,District Government,0,Workplan 8: Natural Resources,2015/16 Proposed Budget,Vote: 762,Donor Development
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,330,Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 762,Conditional Grant to Community Devt Assistants Non 
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,330,Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 762,Conditional Grant to Community Devt Assistants Non 
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"1,302",Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 762,Conditional Grant to Functional Adult Lit
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"1,302",Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 762,Conditional Grant to Functional Adult Lit
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"7,391",Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 762,Conditional Grant to Public Libraries
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"7,391",Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 762,Conditional Grant to Public Libraries
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"1,187",Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 762,Conditional Grant to Women Youth and Disability Gra
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"1,187",Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 762,Conditional Grant to Women Youth and Disability Gra
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"2,479",Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 762,Conditional transfers to Special Grant for PWDs
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"2,479",Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 762,Conditional transfers to Special Grant for PWDs
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"9,600",Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 762,Locally Raised Revenues
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"9,600",Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 762,Locally Raised Revenues
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"1,968",Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 762,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"1,968",Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 762,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"4,255",Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 762,Other Transfers from Central Government
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"4,255",Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 762,Other Transfers from Central Government
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"15,161",Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 762,Transfer of Urban Unconditional Grant - Wage
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"15,161",Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 762,Transfer of Urban Unconditional Grant - Wage
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"36,579",Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 762,Unspent balances - Other Government Transfers
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,,Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 762,Unspent balances - Other Government Transfers
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"4,370",Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 762,Urban Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"4,370",Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 762,Urban Unconditional Grant - Non Wage
Revenue,Development Revenues,Moroto Municipal Council,District Government,"3,980",Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 762,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Moroto Municipal Council,District Government,"3,980",Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 762,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Moroto Municipal Council,District Government,"95,745",Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 762,Other Transfers from Central Government
Revenue,Development Revenues,Moroto Municipal Council,District Government,"95,745",Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 762,Other Transfers from Central Government
Revenue,Development Revenues,Moroto Municipal Council,District Government,"50,000",Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 762,Uganda Support to Municipal Infrastructure Developm
Revenue,Development Revenues,Moroto Municipal Council,District Government,"50,000",Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 762,Uganda Support to Municipal Infrastructure Developm
Expenditure,Recurrent Expenditure,Moroto Municipal Council,District Government,"15,161",Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 762,Wage
Expenditure,Recurrent Expenditure,Moroto Municipal Council,District Government,"15,161",Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 762,Wage
Expenditure,Recurrent Expenditure,Moroto Municipal Council,District Government,"69,461",Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 762,Non Wage
Expenditure,Recurrent Expenditure,Moroto Municipal Council,District Government,"32,882",Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 762,Non Wage
Expenditure,Development Expenditure,Moroto Municipal Council,District Government,"149,724",Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 762,Domestic Development
Expenditure,Development Expenditure,Moroto Municipal Council,District Government,"149,724",Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 762,Domestic Development
Expenditure,Development Expenditure,Moroto Municipal Council,District Government,0,Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 762,Donor Development
Expenditure,Development Expenditure,Moroto Municipal Council,District Government,0,Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 762,Donor Development
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"9,039",Workplan 10: Planning,2014/15 Approved Budget,Vote: 762,Conditional Grant to PAF monitoring
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"9,039",Workplan 10: Planning,2015/16 Proposed Budget,Vote: 762,Conditional Grant to PAF monitoring
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"6,700",Workplan 10: Planning,2014/15 Approved Budget,Vote: 762,Locally Raised Revenues
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"6,700",Workplan 10: Planning,2015/16 Proposed Budget,Vote: 762,Locally Raised Revenues
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"12,949",Workplan 10: Planning,2014/15 Approved Budget,Vote: 762,Transfer of Urban Unconditional Grant - Wage
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"12,949",Workplan 10: Planning,2015/16 Proposed Budget,Vote: 762,Transfer of Urban Unconditional Grant - Wage
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"2,459",Workplan 10: Planning,2014/15 Approved Budget,Vote: 762,Urban Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"2,459",Workplan 10: Planning,2015/16 Proposed Budget,Vote: 762,Urban Unconditional Grant - Non Wage
Expenditure,Recurrent Expenditure,Moroto Municipal Council,District Government,"12,949",Workplan 10: Planning,2014/15 Approved Budget,Vote: 762,Wage
Expenditure,Recurrent Expenditure,Moroto Municipal Council,District Government,"12,949",Workplan 10: Planning,2015/16 Proposed Budget,Vote: 762,Wage
Expenditure,Recurrent Expenditure,Moroto Municipal Council,District Government,"18,198",Workplan 10: Planning,2014/15 Approved Budget,Vote: 762,Non Wage
Expenditure,Recurrent Expenditure,Moroto Municipal Council,District Government,"18,198",Workplan 10: Planning,2015/16 Proposed Budget,Vote: 762,Non Wage
Expenditure,Development Expenditure,Moroto Municipal Council,District Government,0,Workplan 10: Planning,2014/15 Approved Budget,Vote: 762,Domestic Development
Expenditure,Development Expenditure,Moroto Municipal Council,District Government,0,Workplan 10: Planning,2015/16 Proposed Budget,Vote: 762,Domestic Development
Expenditure,Development Expenditure,Moroto Municipal Council,District Government,0,Workplan 10: Planning,2014/15 Approved Budget,Vote: 762,Donor Development
Expenditure,Development Expenditure,Moroto Municipal Council,District Government,0,Workplan 10: Planning,2015/16 Proposed Budget,Vote: 762,Donor Development
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"1,200",Workplan 11: Internal Audit,2014/15 Approved Budget,Vote: 762,Conditional Grant to PAF monitoring
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"1,200",Workplan 11: Internal Audit,2015/16 Proposed Budget,Vote: 762,Conditional Grant to PAF monitoring
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"5,523",Workplan 11: Internal Audit,2014/15 Approved Budget,Vote: 762,Locally Raised Revenues
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"5,523",Workplan 11: Internal Audit,2015/16 Proposed Budget,Vote: 762,Locally Raised Revenues
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"7,504",Workplan 11: Internal Audit,2014/15 Approved Budget,Vote: 762,Transfer of Urban Unconditional Grant - Wage
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"7,504",Workplan 11: Internal Audit,2015/16 Proposed Budget,Vote: 762,Transfer of Urban Unconditional Grant - Wage
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,350,Workplan 11: Internal Audit,2014/15 Approved Budget,Vote: 762,Unspent balances - Other Government Transfers
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,,Workplan 11: Internal Audit,2015/16 Proposed Budget,Vote: 762,Unspent balances - Other Government Transfers
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"2,459",Workplan 11: Internal Audit,2014/15 Approved Budget,Vote: 762,Urban Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Moroto Municipal Council,District Government,"2,459",Workplan 11: Internal Audit,2015/16 Proposed Budget,Vote: 762,Urban Unconditional Grant - Non Wage
Expenditure,Recurrent Expenditure,Moroto Municipal Council,District Government,"7,504",Workplan 11: Internal Audit,2014/15 Approved Budget,Vote: 762,Wage
Expenditure,Recurrent Expenditure,Moroto Municipal Council,District Government,"7,504",Workplan 11: Internal Audit,2015/16 Proposed Budget,Vote: 762,Wage
Expenditure,Recurrent Expenditure,Moroto Municipal Council,District Government,"9,533",Workplan 11: Internal Audit,2014/15 Approved Budget,Vote: 762,Non Wage
Expenditure,Recurrent Expenditure,Moroto Municipal Council,District Government,"9,183",Workplan 11: Internal Audit,2015/16 Proposed Budget,Vote: 762,Non Wage
Expenditure,Development Expenditure,Moroto Municipal Council,District Government,0,Workplan 11: Internal Audit,2014/15 Approved Budget,Vote: 762,Domestic Development
Expenditure,Development Expenditure,Moroto Municipal Council,District Government,0,Workplan 11: Internal Audit,2015/16 Proposed Budget,Vote: 762,Domestic Development
Expenditure,Development Expenditure,Moroto Municipal Council,District Government,0,Workplan 11: Internal Audit,2014/15 Approved Budget,Vote: 762,Donor Development
Expenditure,Development Expenditure,Moroto Municipal Council,District Government,0,Workplan 11: Internal Audit,2015/16 Proposed Budget,Vote: 762,Donor Development
Revenue,Recurrent Expenditure,Moroto District,District Government,,Workplan 1a: Administration,2014/15 Approved Budget,Vote: 538,Wage
Revenue,Recurrent Expenditure,Moroto District,District Government,,Workplan 1a: Administration,2015/16 Proposed Budget,Vote: 538,Wage
Revenue,Recurrent Expenditure,Moroto District,District Government,,Workplan 1a: Administration,2014/15 Approved Budget,Vote: 538,Non Wage
Revenue,Recurrent Expenditure,Moroto District,District Government,,Workplan 1a: Administration,2015/16 Proposed Budget,Vote: 538,Non Wage
Revenue,Development Expenditure,Moroto District,District Government,,Workplan 1a: Administration,2014/15 Approved Budget,Vote: 538,Domestic Development
Revenue,Development Expenditure,Moroto District,District Government,,Workplan 1a: Administration,2015/16 Proposed Budget,Vote: 538,Domestic Development
