Revenue/Expenditure,Budget Type,District,Government,Value,Workplan,Year,Vote,Revenue Source
Expenditure,Development Expenditure,Kamwenge District,District Government,0,Workplan 1b: Multi-sectoral Transfers to LLGs,2012/13 Approved Budget,Vote: 518,Donor Development
Revenue,Recurrent Revenues,Kamwenge District,District Government,"138,476",Workplan 2: Finance,2011/12 Approved Budget,Vote: 518,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kamwenge District,District Government,"107,184",Workplan 2: Finance,2012/13 Approved Budget,Vote: 518,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kamwenge District,District Government,,Workplan 2: Finance,2011/12 Approved Budget,Vote: 518,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kamwenge District,District Government,"167,929",Workplan 2: Finance,2012/13 Approved Budget,Vote: 518,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kamwenge District,District Government,"139,560",Workplan 2: Finance,2011/12 Approved Budget,Vote: 518,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Kamwenge District,District Government,"160,494",Workplan 2: Finance,2012/13 Approved Budget,Vote: 518,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Kamwenge District,District Government,"14,500",Workplan 2: Finance,2011/12 Approved Budget,Vote: 518,Locally Raised Revenues
Revenue,Recurrent Revenues,Kamwenge District,District Government,"14,500",Workplan 2: Finance,2012/13 Approved Budget,Vote: 518,Locally Raised Revenues
Revenue,Recurrent Revenues,Kamwenge District,District Government,"3,500",Workplan 2: Finance,2011/12 Approved Budget,Vote: 518,Conditional Grant to PAF monitoring
Revenue,Recurrent Revenues,Kamwenge District,District Government,"20,901",Workplan 2: Finance,2012/13 Approved Budget,Vote: 518,Conditional Grant to PAF monitoring
Expenditure,Recurrent Expenditure,Kamwenge District,District Government,"139,560",Workplan 2: Finance,2011/12 Approved Budget,Vote: 518,Wage
Expenditure,Recurrent Expenditure,Kamwenge District,District Government,"160,494",Workplan 2: Finance,2012/13 Approved Budget,Vote: 518,Wage
Expenditure,Recurrent Expenditure,Kamwenge District,District Government,"156,476",Workplan 2: Finance,2011/12 Approved Budget,Vote: 518,Non Wage
Expenditure,Recurrent Expenditure,Kamwenge District,District Government,"310,514",Workplan 2: Finance,2012/13 Approved Budget,Vote: 518,Non Wage
Expenditure,Development Expenditure,Kamwenge District,District Government,0,Workplan 2: Finance,2011/12 Approved Budget,Vote: 518,Domestic Development
Expenditure,Development Expenditure,Kamwenge District,District Government,0,Workplan 2: Finance,2012/13 Approved Budget,Vote: 518,Domestic Development
Expenditure,Development Expenditure,Kamwenge District,District Government,0,Workplan 2: Finance,2011/12 Approved Budget,Vote: 518,Donor Development
Expenditure,Development Expenditure,Kamwenge District,District Government,0,Workplan 2: Finance,2012/13 Approved Budget,Vote: 518,Donor Development
Revenue,Recurrent Revenues,Kamwenge District,District Government,,Workplan 3: Statutory Bodies,2011/12 Approved Budget,Vote: 518,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kamwenge District,District Government,"121,089",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 518,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kamwenge District,District Government,"52,909",Workplan 3: Statutory Bodies,2011/12 Approved Budget,Vote: 518,Conditional transfers to DSC Operational Costs
Revenue,Recurrent Revenues,Kamwenge District,District Government,"35,425",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 518,Conditional transfers to DSC Operational Costs
Revenue,Recurrent Revenues,Kamwenge District,District Government,"145,080",Workplan 3: Statutory Bodies,2011/12 Approved Budget,Vote: 518,Conditional transfers to Salary and Gratuity for LG ele
Revenue,Recurrent Revenues,Kamwenge District,District Government,"145,080",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 518,Conditional transfers to Salary and Gratuity for LG ele
Revenue,Recurrent Revenues,Kamwenge District,District Government,"44,601",Workplan 3: Statutory Bodies,2011/12 Approved Budget,Vote: 518,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kamwenge District,District Government,"44,601",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 518,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kamwenge District,District Government,"28,591",Workplan 3: Statutory Bodies,2011/12 Approved Budget,Vote: 518,Conditional transfers to Contracts Committee/DSC/PA
Revenue,Recurrent Revenues,Kamwenge District,District Government,"28,120",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 518,Conditional transfers to Contracts Committee/DSC/PA
Revenue,Recurrent Revenues,Kamwenge District,District Government,"28,812",Workplan 3: Statutory Bodies,2011/12 Approved Budget,Vote: 518,Locally Raised Revenues
Revenue,Recurrent Revenues,Kamwenge District,District Government,"28,812",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 518,Locally Raised Revenues
Revenue,Recurrent Revenues,Kamwenge District,District Government,"167,403",Workplan 3: Statutory Bodies,2011/12 Approved Budget,Vote: 518,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Kamwenge District,District Government,"192,513",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 518,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Kamwenge District,District Government,"89,171",Workplan 3: Statutory Bodies,2011/12 Approved Budget,Vote: 518,Conditional transfers to Councillors allowances and Ex
Revenue,Recurrent Revenues,Kamwenge District,District Government,"106,560",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 518,Conditional transfers to Councillors allowances and Ex
Revenue,Recurrent Revenues,Kamwenge District,District Government,"18,000",Workplan 3: Statutory Bodies,2011/12 Approved Budget,Vote: 518,Conditional Grant to DSC Chairs’ Salaries
Revenue,Recurrent Revenues,Kamwenge District,District Government,"23,400",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 518,Conditional Grant to DSC Chairs’ Salaries
Revenue,Development Revenues,Kamwenge District,District Government,"49,000",Workplan 3: Statutory Bodies,2011/12 Approved Budget,Vote: 518,Locally Raised Revenues
Revenue,Development Revenues,Kamwenge District,District Government,"48,000",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 518,Locally Raised Revenues
Expenditure,Recurrent Expenditure,Kamwenge District,District Government,"185,405",Workplan 3: Statutory Bodies,2011/12 Approved Budget,Vote: 518,Wage
Expenditure,Recurrent Expenditure,Kamwenge District,District Government,"192,513",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 518,Wage
Expenditure,Recurrent Expenditure,Kamwenge District,District Government,"389,161",Workplan 3: Statutory Bodies,2011/12 Approved Budget,Vote: 518,Non Wage
Expenditure,Recurrent Expenditure,Kamwenge District,District Government,"533,088",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 518,Non Wage
Expenditure,Development Expenditure,Kamwenge District,District Government,"49,000",Workplan 3: Statutory Bodies,2011/12 Approved Budget,Vote: 518,Domestic Development
Expenditure,Development Expenditure,Kamwenge District,District Government,"48,000",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 518,Domestic Development
Expenditure,Development Expenditure,Kamwenge District,District Government,0,Workplan 3: Statutory Bodies,2011/12 Approved Budget,Vote: 518,Donor Development
Expenditure,Development Expenditure,Kamwenge District,District Government,0,Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 518,Donor Development
Revenue,Recurrent Revenues,Kamwenge District,District Government,,Workplan 4: Production and Marketing,2011/12 Approved Budget,Vote: 518,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kamwenge District,District Government,"157,641",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 518,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kamwenge District,District Government,"22,431",Workplan 4: Production and Marketing,2011/12 Approved Budget,Vote: 518,Conditional Grant to Agric. Ext Salaries
Revenue,Recurrent Revenues,Kamwenge District,District Government,"26,925",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 518,Conditional Grant to Agric. Ext Salaries
Revenue,Recurrent Revenues,Kamwenge District,District Government,"44,577",Workplan 4: Production and Marketing,2011/12 Approved Budget,Vote: 518,Conditional transfers to Production and Marketing
Revenue,Recurrent Revenues,Kamwenge District,District Government,"93,103",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 518,Conditional transfers to Production and Marketing
Revenue,Recurrent Revenues,Kamwenge District,District Government,"16,340",Workplan 4: Production and Marketing,2011/12 Approved Budget,Vote: 518,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kamwenge District,District Government,"16,340",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 518,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kamwenge District,District Government,"16,945",Workplan 4: Production and Marketing,2011/12 Approved Budget,Vote: 518,Locally Raised Revenues
Revenue,Recurrent Revenues,Kamwenge District,District Government,"16,945",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 518,Locally Raised Revenues
Revenue,Recurrent Revenues,Kamwenge District,District Government,"72,000",Workplan 4: Production and Marketing,2011/12 Approved Budget,Vote: 518,Other Transfers from Central Government
Revenue,Recurrent Revenues,Kamwenge District,District Government,,Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 518,Other Transfers from Central Government
Revenue,Recurrent Revenues,Kamwenge District,District Government,"189,407",Workplan 4: Production and Marketing,2011/12 Approved Budget,Vote: 518,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Kamwenge District,District Government,"189,407",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 518,Transfer of District Unconditional Grant - Wage
Revenue,Development Revenues,Kamwenge District,District Government,"54,483",Workplan 4: Production and Marketing,2011/12 Approved Budget,Vote: 518,Conditional transfers to Production and Marketing
Revenue,Development Revenues,Kamwenge District,District Government,,Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 518,Conditional transfers to Production and Marketing
Revenue,Development Revenues,Kamwenge District,District Government,"556,014",Workplan 4: Production and Marketing,2011/12 Approved Budget,Vote: 518,Donor Funding
Revenue,Development Revenues,Kamwenge District,District Government,"379,861",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 518,Donor Funding
Revenue,Development Revenues,Kamwenge District,District Government,"1,391,401",Workplan 4: Production and Marketing,2011/12 Approved Budget,Vote: 518,Conditional Grant for NAADS
Revenue,Development Revenues,Kamwenge District,District Government,"1,361,438",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 518,Conditional Grant for NAADS
Revenue,Development Revenues,Kamwenge District,District Government,,Workplan 4: Production and Marketing,2011/12 Approved Budget,Vote: 518,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Kamwenge District,District Government,"675,518",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 518,Multi-Sectoral Transfers to LLGs
Expenditure,Recurrent Expenditure,Kamwenge District,District Government,"189,407",Workplan 4: Production and Marketing,2011/12 Approved Budget,Vote: 518,Wage
Expenditure,Recurrent Expenditure,Kamwenge District,District Government,"189,407",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 518,Wage
Expenditure,Recurrent Expenditure,Kamwenge District,District Government,"172,293",Workplan 4: Production and Marketing,2011/12 Approved Budget,Vote: 518,Non Wage
Expenditure,Recurrent Expenditure,Kamwenge District,District Government,"310,953",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 518,Non Wage
Expenditure,Development Expenditure,Kamwenge District,District Government,"1,445,883",Workplan 4: Production and Marketing,2011/12 Approved Budget,Vote: 518,Domestic Development
Expenditure,Development Expenditure,Kamwenge District,District Government,"2,036,956",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 518,Domestic Development
Expenditure,Development Expenditure,Kamwenge District,District Government,"556,014",Workplan 4: Production and Marketing,2011/12 Approved Budget,Vote: 518,Donor Development
Expenditure,Development Expenditure,Kamwenge District,District Government,"379,861",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 518,Donor Development
Revenue,Recurrent Revenues,Kamwenge District,District Government,"187,496",Workplan 5: Health,2011/12 Approved Budget,Vote: 518,Conditional Grant to PHC- Non wage
Revenue,Recurrent Revenues,Kamwenge District,District Government,"187,496",Workplan 5: Health,2012/13 Approved Budget,Vote: 518,Conditional Grant to PHC- Non wage
Revenue,Recurrent Revenues,Kamwenge District,District Government,"1,294,760",Workplan 5: Health,2011/12 Approved Budget,Vote: 518,Conditional Grant to PHC Salaries
Revenue,Recurrent Revenues,Kamwenge District,District Government,"1,319,786",Workplan 5: Health,2012/13 Approved Budget,Vote: 518,Conditional Grant to PHC Salaries
Revenue,Recurrent Revenues,Kamwenge District,District Government,"8,988",Workplan 5: Health,2011/12 Approved Budget,Vote: 518,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kamwenge District,District Government,"8,988",Workplan 5: Health,2012/13 Approved Budget,Vote: 518,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kamwenge District,District Government,"54,840",Workplan 5: Health,2011/12 Approved Budget,Vote: 518,Conditional Grant to NGO Hospitals
Revenue,Recurrent Revenues,Kamwenge District,District Government,"54,540",Workplan 5: Health,2012/13 Approved Budget,Vote: 518,Conditional Grant to NGO Hospitals
Revenue,Recurrent Revenues,Kamwenge District,District Government,"5,883",Workplan 5: Health,2011/12 Approved Budget,Vote: 518,Locally Raised Revenues
Revenue,Recurrent Revenues,Kamwenge District,District Government,"5,883",Workplan 5: Health,2012/13 Approved Budget,Vote: 518,Locally Raised Revenues
Revenue,Development Revenues,Kamwenge District,District Government,"590,000",Workplan 5: Health,2011/12 Approved Budget,Vote: 518,Donor Funding
Revenue,Development Revenues,Kamwenge District,District Government,"215,593",Workplan 5: Health,2012/13 Approved Budget,Vote: 518,Donor Funding
Revenue,Development Revenues,Kamwenge District,District Government,"187,450",Workplan 5: Health,2011/12 Approved Budget,Vote: 518,Conditional Grant to PHC - development
Revenue,Development Revenues,Kamwenge District,District Government,"187,450",Workplan 5: Health,2012/13 Approved Budget,Vote: 518,Conditional Grant to PHC - development
Expenditure,Recurrent Expenditure,Kamwenge District,District Government,"1,294,760",Workplan 5: Health,2011/12 Approved Budget,Vote: 518,Wage
Expenditure,Recurrent Expenditure,Kamwenge District,District Government,"1,294,760",Workplan 5: Health,2012/13 Approved Budget,Vote: 518,Wage
Expenditure,Recurrent Expenditure,Kamwenge District,District Government,"257,207",Workplan 5: Health,2011/12 Approved Budget,Vote: 518,Non Wage
Expenditure,Recurrent Expenditure,Kamwenge District,District Government,"281,934",Workplan 5: Health,2012/13 Approved Budget,Vote: 518,Non Wage
Expenditure,Development Expenditure,Kamwenge District,District Government,"187,450",Workplan 5: Health,2011/12 Approved Budget,Vote: 518,Domestic Development
Expenditure,Development Expenditure,Kamwenge District,District Government,"187,450",Workplan 5: Health,2012/13 Approved Budget,Vote: 518,Domestic Development
Expenditure,Development Expenditure,Kamwenge District,District Government,"590,000",Workplan 5: Health,2011/12 Approved Budget,Vote: 518,Donor Development
Expenditure,Development Expenditure,Kamwenge District,District Government,"215,593",Workplan 5: Health,2012/13 Approved Budget,Vote: 518,Donor Development
Revenue,Recurrent Revenues,Kamwenge District,District Government,"3,309",Workplan 6: Education,2011/12 Approved Budget,Vote: 518,Locally Raised Revenues
Revenue,Recurrent Revenues,Kamwenge District,District Government,"3,309",Workplan 6: Education,2012/13 Approved Budget,Vote: 518,Locally Raised Revenues
Revenue,Recurrent Revenues,Kamwenge District,District Government,"836,001",Workplan 6: Education,2011/12 Approved Budget,Vote: 518,Conditional Grant to Secondary Education
Revenue,Recurrent Revenues,Kamwenge District,District Government,"928,299",Workplan 6: Education,2012/13 Approved Budget,Vote: 518,Conditional Grant to Secondary Education
Revenue,Recurrent Revenues,Kamwenge District,District Government,"4,795,045",Workplan 6: Education,2011/12 Approved Budget,Vote: 518,Conditional Grant to Primary Salaries
Revenue,Recurrent Revenues,Kamwenge District,District Government,"5,155,213",Workplan 6: Education,2012/13 Approved Budget,Vote: 518,Conditional Grant to Primary Salaries
Revenue,Recurrent Revenues,Kamwenge District,District Government,"553,930",Workplan 6: Education,2011/12 Approved Budget,Vote: 518,Conditional Grant to Primary Education
Revenue,Recurrent Revenues,Kamwenge District,District Government,"561,353",Workplan 6: Education,2012/13 Approved Budget,Vote: 518,Conditional Grant to Primary Education
Revenue,Recurrent Revenues,Kamwenge District,District Government,"115,446",Workplan 6: Education,2011/12 Approved Budget,Vote: 518,Conditional Grant to Tertiary Salaries
Revenue,Recurrent Revenues,Kamwenge District,District Government,"72,225",Workplan 6: Education,2012/13 Approved Budget,Vote: 518,Conditional Grant to Tertiary Salaries
Revenue,Recurrent Revenues,Kamwenge District,District Government,"82,690",Workplan 6: Education,2011/12 Approved Budget,Vote: 518,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Kamwenge District,District Government,"82,690",Workplan 6: Education,2012/13 Approved Budget,Vote: 518,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Kamwenge District,District Government,,Workplan 6: Education,2011/12 Approved Budget,Vote: 518,Conditional Transfers for Non Wage Technical & Farm
Revenue,Recurrent Revenues,Kamwenge District,District Government,"114,700",Workplan 6: Education,2012/13 Approved Budget,Vote: 518,Conditional Transfers for Non Wage Technical & Farm
Revenue,Recurrent Revenues,Kamwenge District,District Government,"859,885",Workplan 6: Education,2011/12 Approved Budget,Vote: 518,Conditional Grant to Secondary Salaries
Revenue,Recurrent Revenues,Kamwenge District,District Government,"1,096,121",Workplan 6: Education,2012/13 Approved Budget,Vote: 518,Conditional Grant to Secondary Salaries
Revenue,Recurrent Revenues,Kamwenge District,District Government,"15,076",Workplan 6: Education,2011/12 Approved Budget,Vote: 518,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kamwenge District,District Government,"15,076",Workplan 6: Education,2012/13 Approved Budget,Vote: 518,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kamwenge District,District Government,"30,347",Workplan 6: Education,2011/12 Approved Budget,Vote: 518,Conditional transfers to School Inspection Grant
Revenue,Recurrent Revenues,Kamwenge District,District Government,"31,575",Workplan 6: Education,2012/13 Approved Budget,Vote: 518,Conditional transfers to School Inspection Grant
Revenue,Recurrent Revenues,Kamwenge District,District Government,,Workplan 6: Education,2011/12 Approved Budget,Vote: 518,Conditional Transfers for Wage Technical Institutes
Revenue,Recurrent Revenues,Kamwenge District,District Government,"106,284",Workplan 6: Education,2012/13 Approved Budget,Vote: 518,Conditional Transfers for Wage Technical Institutes
Revenue,Recurrent Revenues,Kamwenge District,District Government,,Workplan 6: Education,2011/12 Approved Budget,Vote: 518,Conditional Transfers for Wage Technical & Farm Sch
Revenue,Recurrent Revenues,Kamwenge District,District Government,"165,794",Workplan 6: Education,2012/13 Approved Budget,Vote: 518,Conditional Transfers for Wage Technical & Farm Sch
Revenue,Recurrent Revenues,Kamwenge District,District Government,,Workplan 6: Education,2011/12 Approved Budget,Vote: 518,Conditional Transfers for Non Wage Technical Institut
Revenue,Recurrent Revenues,Kamwenge District,District Government,"122,958",Workplan 6: Education,2012/13 Approved Budget,Vote: 518,Conditional Transfers for Non Wage Technical Institut
Revenue,Development Revenues,Kamwenge District,District Government,"489,692",Workplan 6: Education,2011/12 Approved Budget,Vote: 518,Conditional Grant to SFG
Revenue,Development Revenues,Kamwenge District,District Government,"732,978",Workplan 6: Education,2012/13 Approved Budget,Vote: 518,Conditional Grant to SFG
Revenue,Development Revenues,Kamwenge District,District Government,,Workplan 6: Education,2011/12 Approved Budget,Vote: 518,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Kamwenge District,District Government,"5,349",Workplan 6: Education,2012/13 Approved Budget,Vote: 518,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Kamwenge District,District Government,"3,309",Workplan 6: Education,2011/12 Approved Budget,Vote: 518,Locally Raised Revenues
Revenue,Development Revenues,Kamwenge District,District Government,,Workplan 6: Education,2012/13 Approved Budget,Vote: 518,Locally Raised Revenues
Expenditure,Recurrent Expenditure,Kamwenge District,District Government,"5,849,016",Workplan 6: Education,2011/12 Approved Budget,Vote: 518,Wage
Expenditure,Recurrent Expenditure,Kamwenge District,District Government,"6,678,327",Workplan 6: Education,2012/13 Approved Budget,Vote: 518,Wage
Expenditure,Recurrent Expenditure,Kamwenge District,District Government,"1,442,713",Workplan 6: Education,2011/12 Approved Budget,Vote: 518,Non Wage
Expenditure,Recurrent Expenditure,Kamwenge District,District Government,"1,777,272",Workplan 6: Education,2012/13 Approved Budget,Vote: 518,Non Wage
Expenditure,Development Expenditure,Kamwenge District,District Government,"493,001",Workplan 6: Education,2011/12 Approved Budget,Vote: 518,Domestic Development
Expenditure,Development Expenditure,Kamwenge District,District Government,"738,327",Workplan 6: Education,2012/13 Approved Budget,Vote: 518,Domestic Development
Expenditure,Development Expenditure,Kamwenge District,District Government,0,Workplan 6: Education,2011/12 Approved Budget,Vote: 518,Donor Development
Expenditure,Development Expenditure,Kamwenge District,District Government,0,Workplan 6: Education,2012/13 Approved Budget,Vote: 518,Donor Development
Revenue,Recurrent Revenues,Kamwenge District,District Government,"13,401",Workplan 7a: Roads and Engineering,2011/12 Approved Budget,Vote: 518,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kamwenge District,District Government,"13,401",Workplan 7a: Roads and Engineering,2012/13 Approved Budget,Vote: 518,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kamwenge District,District Government,"62,822",Workplan 7a: Roads and Engineering,2011/12 Approved Budget,Vote: 518,Locally Raised Revenues
Revenue,Recurrent Revenues,Kamwenge District,District Government,"62,822",Workplan 7a: Roads and Engineering,2012/13 Approved Budget,Vote: 518,Locally Raised Revenues
Revenue,Recurrent Revenues,Kamwenge District,District Government,"601,686",Workplan 7a: Roads and Engineering,2011/12 Approved Budget,Vote: 518,Other Transfers from Central Government
Revenue,Recurrent Revenues,Kamwenge District,District Government,"601,686",Workplan 7a: Roads and Engineering,2012/13 Approved Budget,Vote: 518,Other Transfers from Central Government
Revenue,Recurrent Revenues,Kamwenge District,District Government,"58,687",Workplan 7a: Roads and Engineering,2011/12 Approved Budget,Vote: 518,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Kamwenge District,District Government,"58,687",Workplan 7a: Roads and Engineering,2012/13 Approved Budget,Vote: 518,Transfer of District Unconditional Grant - Wage
Revenue,Development Revenues,Kamwenge District,District Government,"849,930",Workplan 7a: Roads and Engineering,2011/12 Approved Budget,Vote: 518,Donor Funding
Revenue,Development Revenues,Kamwenge District,District Government,"849,930",Workplan 7a: Roads and Engineering,2012/13 Approved Budget,Vote: 518,Donor Funding
Revenue,Development Revenues,Kamwenge District,District Government,,Workplan 7a: Roads and Engineering,2011/12 Approved Budget,Vote: 518,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Kamwenge District,District Government,"144,051",Workplan 7a: Roads and Engineering,2012/13 Approved Budget,Vote: 518,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Kamwenge District,District Government,"96,741",Workplan 7a: Roads and Engineering,2011/12 Approved Budget,Vote: 518,Other Transfers from Central Government
Revenue,Development Revenues,Kamwenge District,District Government,"145,971",Workplan 7a: Roads and Engineering,2012/13 Approved Budget,Vote: 518,Other Transfers from Central Government
Expenditure,Recurrent Expenditure,Kamwenge District,District Government,"58,687",Workplan 7a: Roads and Engineering,2011/12 Approved Budget,Vote: 518,Wage
Expenditure,Recurrent Expenditure,Kamwenge District,District Government,"58,687",Workplan 7a: Roads and Engineering,2012/13 Approved Budget,Vote: 518,Wage
Expenditure,Recurrent Expenditure,Kamwenge District,District Government,"677,910",Workplan 7a: Roads and Engineering,2011/12 Approved Budget,Vote: 518,Non Wage
Expenditure,Recurrent Expenditure,Kamwenge District,District Government,"677,909",Workplan 7a: Roads and Engineering,2012/13 Approved Budget,Vote: 518,Non Wage
Expenditure,Development Expenditure,Kamwenge District,District Government,"96,741",Workplan 7a: Roads and Engineering,2011/12 Approved Budget,Vote: 518,Domestic Development
Expenditure,Development Expenditure,Kamwenge District,District Government,"290,022",Workplan 7a: Roads and Engineering,2012/13 Approved Budget,Vote: 518,Domestic Development
Expenditure,Development Expenditure,Kamwenge District,District Government,"849,930",Workplan 7a: Roads and Engineering,2011/12 Approved Budget,Vote: 518,Donor Development
Expenditure,Development Expenditure,Kamwenge District,District Government,"849,930",Workplan 7a: Roads and Engineering,2012/13 Approved Budget,Vote: 518,Donor Development
Revenue,Recurrent Revenues,Kamwenge District,District Government,"21,000",Workplan 7b: Water,2011/12 Approved Budget,Vote: 518,Sanitation and Hygiene
Revenue,Recurrent Revenues,Kamwenge District,District Government,"21,000",Workplan 7b: Water,2012/13 Approved Budget,Vote: 518,Sanitation and Hygiene
Revenue,Recurrent Revenues,Kamwenge District,District Government,"10,050",Workplan 7b: Water,2011/12 Approved Budget,Vote: 518,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kamwenge District,District Government,"10,050",Workplan 7b: Water,2012/13 Approved Budget,Vote: 518,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kamwenge District,District Government,"2,206",Workplan 7b: Water,2011/12 Approved Budget,Vote: 518,Locally Raised Revenues
Revenue,Recurrent Revenues,Kamwenge District,District Government,"2,206",Workplan 7b: Water,2012/13 Approved Budget,Vote: 518,Locally Raised Revenues
Revenue,Recurrent Revenues,Kamwenge District,District Government,"30,000",Workplan 7b: Water,2011/12 Approved Budget,Vote: 518,Other Transfers from Central Government
Revenue,Recurrent Revenues,Kamwenge District,District Government,"30,000",Workplan 7b: Water,2012/13 Approved Budget,Vote: 518,Other Transfers from Central Government
Revenue,Recurrent Revenues,Kamwenge District,District Government,"18,988",Workplan 7b: Water,2011/12 Approved Budget,Vote: 518,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Kamwenge District,District Government,"19,848",Workplan 7b: Water,2012/13 Approved Budget,Vote: 518,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Kamwenge District,District Government,0,Workplan 7b: Water,2011/12 Approved Budget,Vote: 518,Conditional Grant to Urban Water
Revenue,Recurrent Revenues,Kamwenge District,District Government,"12,000",Workplan 7b: Water,2012/13 Approved Budget,Vote: 518,Conditional Grant to Urban Water
Revenue,Development Revenues,Kamwenge District,District Government,"317,472",Workplan 7b: Water,2011/12 Approved Budget,Vote: 518,Conditional transfer for Rural Water 
Revenue,Development Revenues,Kamwenge District,District Government,"372,480",Workplan 7b: Water,2012/13 Approved Budget,Vote: 518,Conditional transfer for Rural Water 
Expenditure,Recurrent Expenditure,Kamwenge District,District Government,"18,988",Workplan 7b: Water,2011/12 Approved Budget,Vote: 518,Wage
Expenditure,Recurrent Expenditure,Kamwenge District,District Government,"19,848",Workplan 7b: Water,2012/13 Approved Budget,Vote: 518,Wage
Expenditure,Recurrent Expenditure,Kamwenge District,District Government,"63,256",Workplan 7b: Water,2011/12 Approved Budget,Vote: 518,Non Wage
Expenditure,Recurrent Expenditure,Kamwenge District,District Government,"75,256",Workplan 7b: Water,2012/13 Approved Budget,Vote: 518,Non Wage
Expenditure,Development Expenditure,Kamwenge District,District Government,"317,472",Workplan 7b: Water,2011/12 Approved Budget,Vote: 518,Domestic Development
Expenditure,Development Expenditure,Kamwenge District,District Government,"372,480",Workplan 7b: Water,2012/13 Approved Budget,Vote: 518,Domestic Development
Expenditure,Development Expenditure,Kamwenge District,District Government,0,Workplan 7b: Water,2011/12 Approved Budget,Vote: 518,Donor Development
Expenditure,Development Expenditure,Kamwenge District,District Government,0,Workplan 7b: Water,2012/13 Approved Budget,Vote: 518,Donor Development
